id,"name","path","url","type","thumbnail","extension","permissions",is_public,user_id,group_id,fileable_id,"fileable_type","created_at","updated_at"
1568,"Cabezotas Recalls 100x70 Ext ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x70 Ext ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x70 Ext ES CA.jpg","pdf","740",0,1,5,1257,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1569,"Cabezotas Recalls 100x120 Ext ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x120 Ext ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x120 Ext ES CA.jpg","pdf","740",0,1,5,1258,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1570,"Cabezotas Recalls 120x100 Office ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 120x100 Office ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 120x100 Office ES CA.jpg","pdf","740",0,1,5,1259,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1571,"Cabezotas Recalls 120x100 Ext ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 120x100 Ext ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 120x100 Ext ES CA.jpg","pdf","740",0,1,5,1260,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1572,"Cabezotas Recalls 180x120 Ext ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 180x120 Ext ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 180x120 Ext ES CA.jpg","pdf","740",0,1,5,1261,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1573,"Cabezotas Recalls 70x100 Ext ES-Navarra ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 70x100 Ext ES-Navarra ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 70x100 Ext ES-Navarra ES.jpg","pdf","740",0,1,5,1262,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1574,"Cabezotas Recalls 70x100 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 70x100 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 70x100 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1263,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1575,"Cabezotas Recalls 100x100 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x100 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x100 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1264,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1576,"Cabezotas Recalls 100x120 Ext ES-Navarra ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x120 Ext ES-Navarra ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x120 Ext ES-Navarra ES.jpg","pdf","740",0,1,5,1265,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1577,"Cabezotas Recalls 100x120 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x120 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x120 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1266,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1578,"Cabezotas Recalls 120x100 Office ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 120x100 Office ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 120x100 Office ES-País Vasco ES.jpg","pdf","740",0,1,5,1267,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1579,"Cabezotas Recalls 120x100 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 120x100 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 120x100 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1268,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1580,"Cabezotas Recalls 180x120 Office ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 180x120 Office ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 180x120 Office ES-País Vasco ES.jpg","pdf","740",0,1,5,1269,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1581,"Cabezotas Recalls 180x120 Ext ES-Navarra ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 180x120 Ext ES-Navarra ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 180x120 Ext ES-Navarra ES.jpg","pdf","740",0,1,5,1270,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1582,"Cabezotas Recalls 180x120 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 180x120 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 180x120 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1271,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1583,"Cabezotas Recalls 70x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 70x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 70x100 Ext ES ES.jpg","pdf","740",0,1,5,1272,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1584,"Cabezotas Recalls 70X120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 70X120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 70X120 Ext ES ES.jpg","pdf","740",0,1,5,1273,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1585,"Cabezotas Recalls 80X120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 80X120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 80X120 Ext ES ES.jpg","pdf","740",0,1,5,1274,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1586,"Cabezotas Recalls 80X130 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 80X130 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 80X130 Ext ES ES.jpg","pdf","740",0,1,5,1275,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1587,"Cabezotas Recalls 90x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 90x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 90x120 Ext ES ES.jpg","pdf","740",0,1,5,1276,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1588,"Cabezotas Recalls 100x70 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x70 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x70 Ext ES ES.jpg","pdf","740",0,1,5,1277,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1589,"Cabezotas Recalls 100x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x100 Ext ES ES.jpg","pdf","740",0,1,5,1278,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1590,"Cabezotas Recalls 100x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x120 Ext ES ES.jpg","pdf","740",0,1,5,1279,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1591,"Cabezotas Recalls 100x130 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 100x130 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 100x130 Ext ES ES.jpg","pdf","740",0,1,5,1280,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1592,"Cabezotas Recalls 120x100 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 120x100 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 120x100 Office ES ES.jpg","pdf","740",0,1,5,1281,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1593,"Cabezotas Recalls 120x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 120x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 120x100 Ext ES ES.jpg","pdf","740",0,1,5,1282,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1594,"Cabezotas Recalls 140x90 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 140x90 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 140x90 Ext ES ES.jpg","pdf","740",0,1,5,1283,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1595,"Cabezotas Recalls 140x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 140x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 140x100 Ext ES ES.jpg","pdf","740",0,1,5,1284,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1596,"Cabezotas Recalls 150x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 150x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 150x120 Ext ES ES.jpg","pdf","740",0,1,5,1285,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1597,"Cabezotas Recalls 180x120 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 180x120 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 180x120 Office ES ES.jpg","pdf","740",0,1,5,1286,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1598,"Cabezotas Recalls 180x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 180x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 180x120 Ext ES ES.jpg","pdf","740",0,1,5,1287,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1599,"Cabezotas Recalls 70x100 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 70x100 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 70x100 Office ES ES.jpg","pdf","740",0,1,5,1288,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1600,"Cabezotas Recalls 80x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 80x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 80x100 Ext ES ES.jpg","pdf","740",0,1,5,1289,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1601,"Cabezotas Recalls 90x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Recalls 90x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Recalls 90x100 Ext ES ES.jpg","pdf","740",0,1,5,1290,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1602,"Cabezotas Implantology 70x100 Ext ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 70x100 Ext ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 70x100 Ext ES CA.jpg","pdf","740",0,1,5,1291,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1603,"Cabezotas Implantology 100x70 Office ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 100x70 Office ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 100x70 Office ES CA.jpg","pdf","740",0,1,5,1292,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1604,"Cabezotas Implantology 100x120 Ext ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 100x120 Ext ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 100x120 Ext ES CA.jpg","pdf","740",0,1,5,1293,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1605,"Cabezotas Implantology 120x100 Office ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 120x100 Office ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 120x100 Office ES CA.jpg","pdf","740",0,1,5,1294,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1606,"Cabezotas Implantology 120x100 Ext ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 120x100 Ext ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 120x100 Ext ES CA.jpg","pdf","740",0,1,5,1295,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1607,"Cabezotas Implantology 180x120 Ext ES CA.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 180x120 Ext ES CA.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 180x120 Ext ES CA.jpg","pdf","740",0,1,5,1296,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1608,"Cabezotas Implantology 100x100 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 100x100 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 100x100 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1297,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1609,"Cabezotas Implantology 100x120 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 100x120 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 100x120 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1298,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1610,"Cabezotas Implantology 120x100 Office ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 120x100 Office ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 120x100 Office ES-País Vasco ES.jpg","pdf","740",0,1,5,1299,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1611,"Cabezotas Implantology 120x100 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 120x100 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 120x100 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1300,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1612,"Cabezotas Implantology 180x120 Office ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 180x120 Office ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 180x120 Office ES-País Vasco ES.jpg","pdf","740",0,1,5,1301,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1613,"Cabezotas Implantology 180x120 Ext ES-País Vasco ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 180x120 Ext ES-País Vasco ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 180x120 Ext ES-País Vasco ES.jpg","pdf","740",0,1,5,1302,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1614,"Cabezotas Implantology 70x100 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 70x100 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 70x100 Office ES ES.jpg","pdf","740",0,1,5,1303,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1615,"Cabezotas Implantology 70x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 70x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 70x100 Ext ES ES.jpg","pdf","740",0,1,5,1304,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:51"
1616,"Cabezotas Implantology 70X120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 70X120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 70X120 Ext ES ES.jpg","pdf","740",0,1,5,1305,"App\\CampaignPoster","2019-07-26 15:57:51","2019-07-26 15:57:52"
1617,"Cabezotas Implantology 80X120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 80X120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 80X120 Ext ES ES.jpg","pdf","740",0,1,5,1306,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1618,"Cabezotas Implantology 80X130 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 80X130 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 80X130 Ext ES ES.jpg","pdf","740",0,1,5,1307,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1619,"Cabezotas Implantology 90x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 90x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 90x120 Ext ES ES.jpg","pdf","740",0,1,5,1308,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1620,"Cabezotas Implantology 100x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 100x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 100x100 Ext ES ES.jpg","pdf","740",0,1,5,1309,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1621,"Cabezotas Implantology 100x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 100x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 100x120 Ext ES ES.jpg","pdf","740",0,1,5,1310,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1622,"Cabezotas Implantology 100x130 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 100x130 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 100x130 Ext ES ES.jpg","pdf","740",0,1,5,1311,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1623,"Cabezotas Implantology 120x100 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 120x100 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 120x100 Office ES ES.jpg","pdf","740",0,1,5,1312,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1624,"Cabezotas Implantology 120x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 120x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 120x100 Ext ES ES.jpg","pdf","740",0,1,5,1313,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1625,"Cabezotas Implantology 140x90 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 140x90 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 140x90 Ext ES ES.jpg","pdf","740",0,1,5,1314,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1626,"Cabezotas Implantology 140x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 140x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 140x100 Ext ES ES.jpg","pdf","740",0,1,5,1315,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1627,"Cabezotas Implantology 150x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 150x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 150x120 Ext ES ES.jpg","pdf","740",0,1,5,1316,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1628,"Cabezotas Implantology 180x120 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 180x120 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 180x120 Office ES ES.jpg","pdf","740",0,1,5,1317,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1629,"Cabezotas Implantology 180x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Implantology 180x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Implantology 180x120 Ext ES ES.jpg","pdf","740",0,1,5,1318,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1630,"Cabezotas Orthodontic 70x90 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 70x90 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 70x90 Ext ES ES.jpg","pdf","740",0,1,5,1319,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1631,"Cabezotas Orthodontic 70x100 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 70x100 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 70x100 Office ES ES.jpg","pdf","740",0,1,5,1320,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1632,"Cabezotas Orthodontic 70x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 70x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 70x100 Ext ES ES.jpg","pdf","740",0,1,5,1321,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1633,"Cabezotas Orthodontic 80x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 80x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 80x100 Ext ES ES.jpg","pdf","740",0,1,5,1322,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1634,"Cabezotas Orthodontic 80X120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 80X120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 80X120 Ext ES ES.jpg","pdf","740",0,1,5,1323,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1635,"Cabezotas Orthodontic 80X130 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 80X130 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 80X130 Ext ES ES.jpg","pdf","740",0,1,5,1324,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1636,"Cabezotas Orthodontic 90x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 90x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 90x100 Ext ES ES.jpg","pdf","740",0,1,5,1325,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1637,"Cabezotas Orthodontic 90x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 90x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 90x120 Ext ES ES.jpg","pdf","740",0,1,5,1326,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1638,"Cabezotas Orthodontic 100x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 100x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 100x100 Ext ES ES.jpg","pdf","740",0,1,5,1327,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1639,"Cabezotas Orthodontic 100x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 100x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 100x120 Ext ES ES.jpg","pdf","740",0,1,5,1328,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1640,"Cabezotas Orthodontic 120x100 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 120x100 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 120x100 Office ES ES.jpg","pdf","740",0,1,5,1329,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1641,"Cabezotas Orthodontic 120x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 120x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 120x100 Ext ES ES.jpg","pdf","740",0,1,5,1330,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1642,"Cabezotas Orthodontic 140x100 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 140x100 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 140x100 Ext ES ES.jpg","pdf","740",0,1,5,1331,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1643,"Cabezotas Orthodontic 150x120 Ext ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 150x120 Ext ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 150x120 Ext ES ES.jpg","pdf","740",0,1,5,1332,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
1644,"Cabezotas Orthodontic 180x120 Office ES ES.pdf","campaigns/4/posters","campaigns/4/posters/Cabezotas Orthodontic 180x120 Office ES ES.pdf","application/pdf","campaigns/4/posters/Cabezotas Orthodontic 180x120 Office ES ES.jpg","pdf","740",0,1,5,1333,"App\\CampaignPoster","2019-07-26 15:57:52","2019-07-26 15:57:52"
