id,"city","district","nickname","postal_code","email_ext",cost_center_id,parent_id,county_id,language_id,"sanitary_code",clinic_manager_id,area_manager_id,clinic_cloud_id,"oracle_id",closed,"starts_at","ends_at","created_at","updated_at","deleted_at"
112,"Madrid",NULL,"Madrid (Marcelo Usera, 134)","28026","usera134",215,NULL,28,149,"CS11866.",NULL,NULL,14,"14 Marcelo Usera 134 (usera 2)",0,"2013-12-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:19:36",NULL
113,"Madrid",NULL,"Madrid (Marcelo Usera, 139)","28026","usera139",216,NULL,28,149,"CS11852.",NULL,NULL,1,"1 Marcelo Usera 139 (usera 1)",0,"2012-05-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:19:48",NULL
114,"Madrid",NULL,"Madrid (de las Delicias, 44)","28045","delicias",51,NULL,28,149,"CS5955.",NULL,NULL,48,"48 Delicias",1,"2007-08-01","2018-01-01","2017-12-31 00:00:00","2019-10-17 10:39:52","2018-01-01 00:00:00"
115,"Madrid","Vallecas","Madrid (Federico Garcia Lorca, 3)","28031","vallecas2",225,NULL,28,149,"CS13593.",NULL,NULL,200,"200 Vallecas",0,"2015-07-15",NULL,"2017-12-31 00:00:00","2019-10-17 10:25:27",NULL
116,"Madrid",NULL,"Madrid (Palos de la Frontera, 42)","28045","delicias",51,NULL,28,149,"CS13895.",NULL,NULL,48,"48 Delicias",0,"2016-01-11",NULL,"2017-12-31 00:00:00","2019-06-21 11:27:35",NULL
118,"Mahón",NULL,"Mahon (de Ses Moreres, 48)","7703","mahon",127,NULL,7,149,"4286.",NULL,NULL,171,"171 Mahón",0,"2015-03-10",NULL,"2017-12-31 00:00:00","2019-06-21 11:32:03",NULL
119,"Majadahonda",NULL,"Majadahonda (Cristobal Colon, 11)","28220","majadahonda",128,NULL,28,149,"CS13880.",NULL,NULL,138,"138 Majadahonda",0,"2016-05-25",NULL,"2017-12-31 00:00:00","2019-10-17 10:06:56",NULL
120,"Málaga",NULL,"Malaga (Cuarteles, 64)","29002","malaga2",130,NULL,29,149,"44233.",NULL,NULL,57,"57 Málaga 2",0,"2014-12-23",NULL,"2017-12-31 00:00:00","2019-06-21 11:33:04",NULL
121,"Málaga",NULL,"Malaga (Liborio Garcia, 1)","29005","malaga",129,NULL,29,149,"39756.",NULL,NULL,23,"23 Málaga",0,"2013-06-01",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
122,"Málaga",NULL,"Malaga (Puerta del Mar, 20)","29005","malaga",129,NULL,29,149,"46648.",NULL,NULL,23,"23 Málaga",0,"2016-03-29",NULL,"2017-12-31 00:00:00","2019-08-30 11:47:03",NULL
124,"Manacor",NULL,"Manacor (dEn Jaume Domenge, 23)","7500","manacor",132,NULL,7,149,"4462.",NULL,NULL,193,"193 Manacor",0,"2016-04-25",NULL,"2017-12-31 00:00:00","2019-07-11 17:08:30",NULL
125,"Manresa",NULL,"Manresa (Nou, 47)","8241","manresa",133,NULL,8,26,"E08606659.",NULL,NULL,54,"54 Manresa",0,"2014-12-15",NULL,"2017-12-31 00:00:00","2019-06-21 11:33:50",NULL
126,"Marbella",NULL,"Marbella (Ricardo Soriano, 2)","29601","marbella",134,NULL,29,149,"45210.",NULL,NULL,182,"182 Marbella",0,"2015-05-18",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
127,"Mataró",NULL,"Mataro (de la Riera, 31)","8302","mataro",135,NULL,8,26,"E08623735.",NULL,NULL,139,"139 Mataró",0,"2016-05-20",NULL,"2017-12-31 00:00:00","2019-06-21 11:34:24",NULL
128,"Mérida",NULL,"Merida (Santa Eulalia, 66)","6800","merida",136,NULL,6,149,"06102489.",NULL,NULL,202,"202 Mérida",0,"2015-08-10",NULL,"2017-12-31 00:00:00","2019-06-21 11:34:40",NULL
129,"Molina de Segura",NULL,"Molina de Segura (Rosales, 25)","30500","molina",137,NULL,30,149,"40001510.",NULL,NULL,162,"162 Molina de Segura",0,"2015-02-16",NULL,"2017-12-31 00:00:00","2019-10-17 10:07:51",NULL
130,"Mollet del Vallès",NULL,"Mollet del Valles (Nova, 12)","8100","mollet",138,NULL,8,26,"E08606070.",NULL,NULL,55,"55 Mollet del Vallés",0,"2014-12-29",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
131,"Móstoles",NULL,"Mostoles (del Dos de Mayo, 2)","28931","mostoles",140,NULL,28,149,"CS12005.",NULL,NULL,44,"44 Móstoles",0,"2010-12-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:08:33",NULL
132,"Móstoles",NULL,"Mostoles (de Goya, 5)","28932","mostoles2",141,NULL,28,149,"CS13373.",NULL,NULL,192,"192 Móstoles 2",0,"2015-05-27",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
133,"Motril",NULL,"Motril (Nueva, esq.  Tejedores)","18600","motril",142,NULL,18,149,"42287.",NULL,NULL,124,"124 Motril",0,"2014-06-30",NULL,"2017-12-31 00:00:00","2019-06-21 11:37:32",NULL
134,"Murcia",NULL,"Murcia (Gran Via Escultor Fco. Salzillo, 28)","30005","murcia",143,NULL,30,149,"40002092",NULL,NULL,229,"229 Murcia",0,"2017-03-06",NULL,"2017-12-31 00:00:00","2019-10-17 10:08:51",NULL
135,"Orihuela",NULL,"Orihuela (Calderon de la Barca, 7)","3300","orihuela",144,NULL,3,149,"40021.",NULL,NULL,157,"157 Orihuela-Alicante",0,"2015-02-17",NULL,"2017-12-31 00:00:00","2019-06-21 11:38:29",NULL
136,"Ourense",NULL,"Ourense (do Paseo, 1)","32003","orense",145,NULL,32,149,"C-32-000985.",NULL,NULL,128,"128 Ourense",0,"2014-07-28",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
137,"Oviedo",NULL,"Oviedo (Uria, 1)","33003","oviedo",146,NULL,33,149,"C.2.5.1./4195",NULL,NULL,145,"145 Oviedo",0,"2014-08-20",NULL,"2017-12-31 00:00:00","2019-10-17 10:09:21",NULL
138,"Palencia",NULL,"Palencia (Bocaplaza, 3)","34001","palencia",147,NULL,34,149,"34-C251-0084.",NULL,NULL,165,"165 Palencia",0,"2015-05-05",NULL,"2017-12-31 00:00:00","2019-06-21 11:39:22",NULL
139,"Palma",NULL,"Palma (DAlexandre Rossello, 4)","7002","mallorca",148,NULL,7,149,"3549.",NULL,NULL,26,"26 Palma de Mallorca",0,"2013-05-01",NULL,"2017-12-31 00:00:00","2019-07-11 17:08:30",NULL
140,"Palma",NULL,"Palma (de Jaume III, 26)","7012","mallorca2",131,NULL,7,149,"4358.",NULL,NULL,172,"172 Mallorca 2",0,"2015-08-17",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
141,"Pamplona",NULL,"Pamplona (de Carlos III el Noble, 1)","31002","pamplona",149,NULL,31,149,"C02454.",NULL,NULL,39,"39 Pamplona",0,"2013-11-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:10:18",NULL
142,"Pamplona",NULL,"Pamplona (de Carlos III el Noble, 28)","31003","pamplona2",150,NULL,31,149,"C02833.",NULL,NULL,231,"231 Pamplona 2",0,"2015-10-30",NULL,"2017-12-31 00:00:00","2019-10-17 10:10:29",NULL
143,"Parla",NULL,"Parla (Real, 64)","28981","parla",151,NULL,28,149,"CS14592.",NULL,NULL,187,"187 Parla",0,"2017-06-05",NULL,"2017-12-31 00:00:00","2019-06-21 11:40:34",NULL
144,"Paterna",NULL,"Paterna (Maestro Canos, 26)","46980","paterna",152,NULL,46,149,"18179.",NULL,NULL,244,"244 Paterna",0,"2016-08-01",NULL,"2017-12-31 00:00:00","2019-06-21 11:40:45",NULL
145,"Plasencia",NULL,"Plasencia (Pedro Isidro, 1)","10600","plasencia",153,NULL,10,149,"10102588.",NULL,NULL,251,"251 Plasencia",0,"2016-09-19",NULL,"2017-12-31 00:00:00","2019-06-21 11:41:03",NULL
146,"Ponferrada",NULL,"Ponferrada (Camino de Santiago, 2)","24400","ponferrada",154,NULL,24,149,"24-C251-0285.",NULL,NULL,130,"130 Ponferrada",0,"2014-07-31",NULL,"2017-12-31 00:00:00","2019-06-21 11:41:20",NULL
147,"Pontevedra",NULL,"Pontevedra (Benito Corbal, 23)","36001","pontevedra",155,NULL,36,149,"C-36-002415.",NULL,NULL,121,"121 Pontevedra",0,"2014-06-19",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
148,"Portugalete",NULL,"Portugalete (Carlos VII, 2)","48920","portugalete",156,NULL,48,149,"48 C.2.5.1. 9213.",NULL,NULL,18,"18 Portugalete",0,"2014-03-28",NULL,"2017-12-31 00:00:00","2019-10-17 10:11:59",NULL
149,"Portugalete",NULL,"Portugalete (General Castanos, 31)","48920","portugalete",NULL,NULL,48,149,"48 C.2.5.1. 10010.",NULL,NULL,18,"18 Portugalete",0,"2014-12-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:12:13",NULL
150,"Puerto del Rosario","Fuerteventura","Puerto del Rosario (Ramon Penate, 6)","35600","fuerteventura",68,NULL,35,149,"31091.",NULL,NULL,184,"184 Fuerteventura",0,"2015-08-24",NULL,"2017-12-31 00:00:00","2019-06-21 11:42:38",NULL
151,"Puertollano",NULL,"Puertollano (de San Gregorio, 11)","13500","puertollano",158,NULL,13,149,"1307484/1310577.",NULL,NULL,198,"198 Puertollano",0,"2015-06-17",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
152,"Reus",NULL,"Reus (Prim, 14)","43201","reus",160,NULL,43,26,"E43602968.",NULL,NULL,140,"140 Reus",0,"2014-12-29",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
153,"Ronda",NULL,"Ronda (Espinel esq.  Juan Jose de Puya, 2)","29400","ronda",161,NULL,29,149,"46459.",NULL,NULL,225,"225 Ronda",0,"2016-01-25",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
154,"Roquetas de Mar",NULL,"Roquetas de Mar (Tres Martires, 7)","4740","roquetas",162,NULL,4,149,"47892.",NULL,NULL,264,"264 Roquetas De Mar",0,"2017-08-01",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
155,"Rubí",NULL,"Rubi (de Francesc Macia, 58-60)","8191","rubi",163,NULL,8,26,"E08617890.",NULL,NULL,211,"211 Rubí",0,"2015-11-02",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
156,"Sabadell",NULL,"Sabadell (Rambla, 84)","8201","sabadell",164,NULL,8,26,"E08624898.",NULL,NULL,141,"141 Sabadell",0,"2016-07-01",NULL,"2017-12-31 00:00:00","2019-06-21 11:44:19",NULL
157,"Sagunto",NULL,"Sagunto (Nueve de Octubre, 71)","46520","sagunto",165,NULL,46,149,"18204.",NULL,NULL,258,"258 Sagunto",0,"2016-07-26",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
158,"Salamanca",NULL,"Salamanca (Toro, 104)","37002","salamanca",166,NULL,37,149,"37-C251-0190.",NULL,NULL,32,"32 Salamanca",0,"2013-04-01",NULL,"2017-12-31 00:00:00","2019-06-21 11:45:03",NULL
159,"San Fernando",NULL,"San Fernando (San Rafael, 21)","11100","sanfernando",168,NULL,11,149,"46607.",NULL,NULL,234,"234 San Fernando",0,"2016-02-08",NULL,"2017-12-31 00:00:00","2019-06-21 11:45:19",NULL
160,"San Sebastián",NULL,"San Sebastian (Miracruz, 16)","20001","sansebastian2",170,NULL,20,149,"20 C.2.5.1. 10773.",NULL,NULL,168,"168 San Sebastián 2",0,"2015-02-23",NULL,"2017-12-31 00:00:00","2019-10-17 10:15:28",NULL
161,"San Sebastián",NULL,"San Sebastian (San Marcial, 35)","20005","sansebastian",169,NULL,20,149,"20 C.2.5.1. 9119.",NULL,NULL,37,"37 San Sebastián",0,"2013-09-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:15:11",NULL
162,"San Vicente del Raspeig",NULL,"San Vicente del Raspeig (Pintor Picasso, 59)","3690","sanvicente",171,NULL,3,149,"40599.",NULL,NULL,180,"180 San Vicente Raspeig",0,"2015-06-08",NULL,"2017-12-31 00:00:00","2019-06-21 11:47:25",NULL
163,"Sanlúcar de Barrameda",NULL,"Sanlucar de Barrameda (Ancha, 21)","11540","sanlucar",172,NULL,11,149,"45912.",NULL,NULL,199,"199 Sanlúcar",0,"2015-08-31",NULL,"2017-12-31 00:00:00","2019-06-21 11:47:38",NULL
164,"Santa Cruz de Tenerife",NULL,"Santa Cruz de Tenerife (Castillo, 65)","38003","tenerife",NULL,NULL,38,149,"31718.",NULL,NULL,297,"297 Santa Cruz De Tenerife",0,"2017-12-01",NULL,"2017-12-31 00:00:00","2019-10-10 10:38:10",NULL
165,"Santander",NULL,"Santander (Calvo Sotelo, 6)","39002","santander",173,NULL,39,149,"06/2013/01980.",NULL,NULL,30,"30 Santander",0,"2013-11-01",NULL,"2017-12-31 00:00:00","2019-06-21 11:48:23",NULL
166,"Santiago de Compostela",NULL,"Santiago de Compostela (Republica de El Salvador, 4)","15701","santiago",174,NULL,15,149,"C-15-003191.",NULL,NULL,27,"27 Santiago",0,"2013-12-01",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
167,"Santurce",NULL,"Santurce (Sabino Arana, 6)","48980","santurce",175,NULL,48,149,"48 C.2.5.1. 11004.",NULL,NULL,194,"194 Santurce",0,"2015-07-09",NULL,"2017-12-31 00:00:00","2019-10-17 10:16:30",NULL
168,"Segovia",NULL,"Segovia (del Acueducto, 39)","40002","segovia",177,NULL,40,149,"40-C251-0102.",NULL,NULL,38,"38 Segovia",0,"2014-01-09",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
169,"Sevilla",NULL,"Sevilla (Asuncion, 58)","41011","sevilla3",182,NULL,41,149,"46823.",NULL,NULL,249,"249 Sevilla 3 - Calle Asunción",0,"2016-05-30",NULL,"2017-12-31 00:00:00","2019-06-21 11:49:52",NULL
170,"Sevilla",NULL,"Sevilla (Campana, 2)","41002","sevilla1",178,NULL,41,149,"40971.",NULL,NULL,52,"52 Sevilla",0,"2014-05-14",NULL,"2017-12-31 00:00:00","2019-06-21 11:49:24",NULL
171,"Sevilla",NULL,"Sevilla (Luis de Morales, 32)","41018","sevillaluismorales",180,NULL,41,149,"48118.",NULL,NULL,270,"270 Sevilla Luis De Morales",0,"2016-11-28",NULL,"2017-12-31 00:00:00","2019-10-10 10:32:40",NULL
172,"Sevilla",NULL,"Sevilla (Maria Auxiliadora, 18)","41008","sevilla2",182,NULL,41,149,"44460.",NULL,NULL,163,"163 Sevilla 2 - Macarena",0,"2015-02-19",NULL,"2017-12-31 00:00:00","2019-06-21 11:49:38",NULL
173,"Soria",NULL,"Soria (El Collado, 43)","42002","soria",183,NULL,42,149,"42-C251-0049.",NULL,NULL,148,"148 Soria",0,"2014-08-11",NULL,"2017-12-31 00:00:00","2019-06-21 11:50:24",NULL
174,"Talavera de la Reina",NULL,"Talavera de la Reina (San Francisco, 29)","45600","talavera",201,NULL,45,149,"4507508/4512660.",NULL,NULL,142,"142 Talavera",0,"2014-10-22",NULL,"2017-12-31 00:00:00","2019-06-21 11:50:40",NULL
175,"Tarragona",NULL,"Tarragona (Nova, 77)","43003","tarragona",202,NULL,43,26,"E43622467.",NULL,NULL,227,"227 Tarragona",0,"2016-05-25",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
176,"Telde",NULL,"Telde (de la Constitucion, 43)","35200","telde",203,NULL,35,149,"29956.",NULL,NULL,147,"147 Telde",0,"2014-10-22",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
177,"Terrassa",NULL,"Terrassa (dEgara, 162, cant.  dIscle Soler, 30)","8221","terrassa",205,NULL,8,26,"E08582856.",NULL,NULL,4,"4 Terrassa",0,"2014-01-27",NULL,"2017-12-31 00:00:00","2019-07-11 17:08:30",NULL
178,"Teruel",NULL,"Teruel (Ramon y Cajal, 14)","44001","teruel",206,NULL,44,149,"4420568.",NULL,NULL,205,"205 Teruel",0,"2015-10-30",NULL,"2017-12-31 00:00:00","2019-10-17 10:18:11",NULL
179,"Tomelloso",NULL,"Tomelloso (Don Victor Penasco, 41)","13700","tomelloso",207,NULL,13,149,"1307458/1310391.",NULL,NULL,56,"56 Tomelloso",0,"2015-01-19",NULL,"2017-12-31 00:00:00","2019-06-21 11:52:13",NULL
180,"Torrejón de Ardoz",NULL,"Torrejon de Ardoz (Enmedio, 41)","28850","torrejon",208,NULL,28,149,"CS11773.",NULL,NULL,15,"15 Torrejón",0,"2012-07-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:18:36",NULL
181,"Torrelavega",NULL,"Torrelavega (Julian Ceballos, 15)","39300","torrelavega",NULL,NULL,39,149,"06/2017/02986.",NULL,NULL,118,"118 Torrelavega",0,"2017-10-16",NULL,"2017-12-31 00:00:00","2019-10-10 10:24:54",NULL
182,"Torrelavega",NULL,"Torrelavega (Serafin Escalante, 1)","39300","torrelavega",209,NULL,39,149,"06/2014/02128.",NULL,NULL,118,"118 Torrelavega",0,"2014-05-01","2017-10-16","2017-12-31 00:00:00","2019-07-26 13:02:05",NULL
183,"Torremolinos",NULL,"Torremolinos (San Miguel, 2)","29620","torremolinos",210,NULL,29,149,"45207.",NULL,NULL,183,"183 Torremolinos",0,"2015-03-25",NULL,"2017-12-31 00:00:00","2019-06-21 11:53:09",NULL
184,"Torrent",NULL,"Torrent (del Vedat, 101)","46900","torrent",211,NULL,46,149,"40031.",NULL,NULL,153,"153 Torrent",0,"2014-10-08",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
185,"Torrevieja",NULL,"Torrevieja (Maria Parodi, 21)","3181","torrevieja",212,NULL,3,149,"40056.",NULL,NULL,174,"174 Torrevieja",0,"2015-02-26",NULL,"2017-12-31 00:00:00","2019-06-21 11:53:40",NULL
186,"Tudela",NULL,"Tudela (de los Fueros, 1)","31500","tudela",213,NULL,31,149,"C02831.",NULL,NULL,176,"176 Tudela",0,"2015-09-04",NULL,"2017-12-31 00:00:00","2019-10-17 10:19:12",NULL
187,"Úbeda",NULL,"Ubeda (de Andalucia, 14)","23400","ubeda",214,NULL,23,149,"45342.",NULL,NULL,177,"177 Úbeda",0,"2015-09-30",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
188,"Utrera",NULL,"Utrera (La Fuente Vieja, 22)","41710","utrera",NULL,NULL,41,149,"48335.",NULL,NULL,275,"275 Utrera",0,"2017-12-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:20:52",NULL
189,"Valencia",NULL,"Valencia (de Sant Vicent Martir, 55)","46002","valencia3",222,NULL,46,149,"18178.",NULL,NULL,250,"250 Valencia 3 - Carrer De Sant Vicent",0,"2016-08-16",NULL,"2017-12-31 00:00:00","2019-06-21 11:55:01",NULL
190,"Valencia",NULL,"Valencia (del Pintor Sorolla, 35)","46002","valencia2",221,NULL,46,149,"14986.",NULL,NULL,123,"123 Valencia 2",0,"2014-06-30",NULL,"2017-12-31 00:00:00","2019-06-21 11:54:41",NULL
191,"Valencia",NULL,"Valencia (Ruzafa, 29)","46005","valencia1",220,NULL,46,149,"12018.",NULL,NULL,19,"19 Valencia",0,"2013-07-01",NULL,"2017-12-31 00:00:00","2019-07-11 17:08:30",NULL
192,"Valladolid",NULL,"Valladolid (de Zorrilla, 110)","47008","valladolid2",224,NULL,47,149,"47-C251-0267.",NULL,NULL,46,"46 Valladolid 2",0,"2014-04-21",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
193,"Valladolid",NULL,"Valladolid (de Espana, 8)","47001","valladolid1",223,NULL,47,149,"47-C251-0251.",NULL,NULL,41,"41 Valladolid",0,"2012-09-01",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
194,"Vecindario",NULL,"Vecindario (Canarias, 259)","35110","vecindario",226,NULL,35,149,"30992.",NULL,NULL,169,"169 Vecindario",0,"2015-03-26",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
195,"Vélez-Málaga",NULL,"Velez-Malaga (Canalejas, 44)","29700","velez-malaga",227,NULL,29,149,"47448.",NULL,NULL,255,"255 Vélez Málaga",0,"2016-07-18",NULL,"2017-12-31 00:00:00","2019-06-21 11:56:13",NULL
196,"Vigo",NULL,"Vigo (de Gran Via, 9)","36204","vigo2",229,NULL,36,149,"C-36-002463.",NULL,NULL,164,"164 Vigo 2",0,"2015-05-05","2019-12-01","2017-12-31 00:00:00","2019-10-31 11:16:55",NULL
197,"Vigo",NULL,"Vigo (Pr. Porta do Sol, 6)","36202","vigo",228,NULL,36,149,"C-36-002441.",NULL,NULL,10,"10 Vigo",0,"2015-03-23",NULL,"2017-12-31 00:00:00","2019-06-21 11:56:28",NULL
198,"Vilafranca del Penedès",NULL,"Vilafranca del Penedes (de Barcelona, 1)","8720","vilafranca",230,NULL,8,26,"E08622386.",NULL,NULL,232,"232 Vilafranca Del Penedes",0,"2016-05-13",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
199,"Vilagarcía de Arousa",NULL,"Vilagarcia de Arousa (de Galicia, 1)","36600","arousa",232,NULL,36,149,"C-36-002408.",NULL,NULL,126,"126 Vilagarcía de Arousa",0,"2014-07-14",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
200,"Vilanova i la Geltrú",NULL,"Vilanova i la Geltru (Rambla Josep Tomas Ventosa, 25)","8800","vilanova",231,NULL,8,26,"E08629180.",NULL,NULL,230,"230 Vilanova i La Geltrú",0,"2017-05-22",NULL,"2017-12-31 00:00:00","2019-06-21 11:57:36",NULL
201,"Vitoria",NULL,"Vitoria (Eduardo Dato, 33)","1005","vitoria2",234,NULL,1,149,"01 C.2.5.1. 10074.",NULL,NULL,53,"53 Vitoria 2",0,"2015-02-04",NULL,"2017-12-31 00:00:00","2019-10-17 10:27:23",NULL
202,"Vitoria",NULL,"Vitoria (de la Florida, 1)","1005","vitoria",233,NULL,1,149,"01 C.2.5.1. 9075.",NULL,NULL,28,"28 Vitoria",0,"2013-11-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:27:04",NULL
203,"Zamora",NULL,"Zamora (de Zorrilla, 5)","49003","zamora",235,NULL,49,149,"49-C251-0095.",NULL,NULL,122,"122 Zamora",0,"2014-06-27",NULL,"2017-12-31 00:00:00","2019-07-05 15:29:35",NULL
204,"Zaragoza",NULL,"Zaragoza (Alfonso I, 28)","50003","zaragoza4",238,NULL,50,149,"5024364.",NULL,NULL,228,"228 Zaragoza 4",0,"2016-05-16",NULL,"2017-12-31 00:00:00","2019-10-17 10:28:22",NULL
205,"Zaragoza",NULL,"Zaragoza (Delicias, 6)","50017","zaragoza3",236,NULL,50,149,"5024031.",NULL,NULL,6,"6 Zaragoza 3 Delicias",0,"2014-09-19",NULL,"2017-12-31 00:00:00","2019-10-17 10:28:09",NULL
206,"Zaragoza",NULL,"Zaragoza (Jorge Jordana, 9)","50017","zaragoza2",237,NULL,50,149,"5023908.",NULL,NULL,6,"6 Zaragoza 3 Delicias",1,"2014-02-01","2018-01-01","2017-12-31 00:00:00","2019-10-17 13:23:39","2018-01-01 00:00:00"
207,"Zaragoza",NULL,"Zaragoza (San Miguel, 7)","50001","zaragoza1",236,NULL,50,149,"5023731.",NULL,NULL,8,"8 Zaragoza",0,"2013-02-01",NULL,"2017-12-31 00:00:00","2019-10-17 10:27:57",NULL
208,"Madrid","Hortaleza","Madrid (de Canillas, 39)","28043","madridhortaleza",NULL,NULL,28,149,"CS15517",NULL,NULL,305,"305 Madrid - Hortaleza",0,"2018-10-01",NULL,"2018-09-03 00:00:00","2019-10-10 10:36:23",NULL
209,"Madrid","Vicálvaro","Madrid (de San Cipriano, 13)","28032","vicalvaro",NULL,NULL,28,149,"CS15223.",NULL,NULL,293,"293 Vicálvaro",0,"2018-04-02",NULL,"2018-09-03 20:41:56","2019-10-10 10:36:31",NULL
210,"Ceuta",NULL,"Ceuta (Delgado Serrano, 1)","51001","ceuta",NULL,NULL,51,149,NULL,NULL,NULL,306,"306 Ceuta - Camoens",0,"2018-07-02",NULL,"2018-09-03 21:55:04","2019-10-10 10:34:38",NULL
211,"Cáceres",NULL,"Caceres (Plaza America, 4)","10001","caceres",NULL,NULL,10,149,"10102811.",NULL,NULL,288,"288 Cáceres - Plaza América",0,"2018-03-12",NULL,"2018-09-03 21:56:46","2019-10-10 10:34:30",NULL
212,"Las Palmas","CC La Ballena","Las Palmas (CC La Ballena, General del Norte 112 , local 13-14)","35013","ballena",33,88,35,149,"31792.",NULL,NULL,185,"185 Las Palmas -  C.C. La Ballena",0,"2018-01-15",NULL,"2018-09-03 22:10:52","2019-10-21 14:14:12",NULL
213,"Chiclana de la Frontera",NULL,"Chiclana de la Frontera (Artesano Pepe Marin, 2)","11130","chiclana",NULL,NULL,11,149,"51779",NULL,NULL,300,"300 Chiclana De La Frontera - Artesano Pepe Marín",0,"2018-10-01",NULL,"2018-09-04 23:19:18","2019-10-10 10:34:45",NULL
214,"Miranda de Ebro",NULL,"Miranda de Ebro (Estacion, 1)","9200","mirandaebro",NULL,NULL,9,149,"09-C251-0211.",NULL,NULL,282,"282 Miranda De Ebro",0,"2018-10-20",NULL,"2018-09-04 23:23:37","2019-10-10 10:37:17",NULL
215,"El Vendrell",NULL,"El Vendrell (La Rambla, 8)","43700","elvendrell",NULL,NULL,43,26,NULL,NULL,NULL,317,"317 El Vendrell",0,"2018-11-15",NULL,"2018-10-08 16:49:01","2019-10-10 10:35:21",NULL
216,"Toledo",NULL,"Toledo (Ecuador, 2)","45004","toledo",NULL,NULL,45,149,"4507942/4515241",NULL,NULL,303,"303 Toledo - Avda De La Reconquista",0,"2018-11-24",NULL,"2018-10-08 16:53:15","2019-10-10 10:38:16",NULL
217,"Benidorm",NULL,"Benidorm (de Venus, 2)","3501","benidorm",NULL,NULL,3,149,"21003.",NULL,NULL,283,"283 Benidorm",0,"2018-12-03",NULL,"2018-10-18 12:01:16","2019-10-10 10:34:13",NULL
218,"Don Benito",NULL,"Don Benito (Ramon y Cajal, 18)","6400","donbenito",NULL,NULL,6,149,"6102976",NULL,NULL,309,"309 Don Benito",0,"2018-12-17",NULL,"2018-10-18 12:02:57","2019-10-10 10:34:53",NULL
219,"Eibar",NULL,"Eibar (Toribio Etxebarria Kalea, 13)","20600","eibar",NULL,NULL,20,149,"20 C.2.5.1. 12262.",NULL,NULL,320,"320 Eibar",0,"2018-12-03",NULL,"2018-10-18 12:03:57","2019-10-17 10:30:59",NULL
220,"Rivas-Vaciamadrid","CC H2 Ocio","Rivas-Vaciamadrid (CC H2 Ocio, Marie Curie, 4, Local 12A)","28521","cch2o",NULL,NULL,28,149,"CS15693.",NULL,NULL,308,"308 Rivas Vaciamadrid - CC H2O",0,"2018-12-17",NULL,"2018-11-23 10:50:56","2019-10-17 10:13:16",NULL
221,"Madrid","Villaverde","Madrid (Alberto Palacios, 19)","28021","madridvillaverde",NULL,NULL,28,149,"CS15712.",NULL,NULL,284,"284 Madrid Villaverde",0,"2019-01-18",NULL,"2018-11-29 10:06:56","2019-10-10 10:36:39",NULL
222,"Olot",NULL,"Olot (de lEscultor Miquel Blay, 1)","17800","olot",NULL,NULL,17,26,NULL,NULL,NULL,307,"307 Olot",0,"2019-02-25",NULL,"2019-01-31 16:32:14","2019-10-10 10:37:34",NULL
223,"Barakaldo",NULL,"Barakaldo (Bide-Onera Plaza, 7)","48901","barakaldo",NULL,NULL,48,149,NULL,NULL,NULL,313,"313 Barakaldo",0,"2019-03-27",NULL,"2019-02-08 09:36:01","2019-10-10 10:34:06",NULL
