id,shopping_bag_id,user_id,clinic_id,store_id,product_provider_id,profile_id,"details",orderable_id,"orderable_type",quantity,priority,state,"deleted_at","created_at","updated_at"
1541,905,1,77,,34,4078,,16,"App\Product",1,3,1,,"2019-01-23 14:30:18","2020-03-10 13:25:53"
1542,906,1,88,,35,3627,,16,"App\Product",1,3,1,,"2019-01-23 14:31:53","2020-03-10 13:25:53"
1543,907,1,139,,34,4079,,16,"App\Product",1,3,1,,"2019-01-24 09:55:30","2020-03-10 13:25:53"
1544,907,1,139,,34,1821,,16,"App\Product",1,3,1,,"2019-01-24 09:55:30","2020-03-10 13:25:53"
1545,908,1,83,,28,,,10,"App\Product",1,3,1,,"2019-01-24 09:59:04","2020-03-10 13:25:53"
1546,909,1,152,,2,,,2,"App\Product",1,3,1,,"2019-01-24 10:00:21","2020-03-10 13:25:53"
1547,910,1,152,,32,4080,,14,"App\Product",1,3,1,,"2019-01-24 10:02:02","2020-03-10 13:25:53"
1548,911,1,49,,34,957,,16,"App\Product",1,3,1,,"2019-01-24 10:04:19","2020-03-10 13:25:53"
1549,912,1,59,,1,,,1,"App\Product",1,3,1,,"2019-01-24 14:51:55","2020-03-10 13:25:53"
1550,912,1,59,,36,,,17,"App\Product",1,3,1,,"2019-01-24 14:51:55","2020-03-10 13:25:53"
1551,913,1,105,,30,,,12,"App\Product",1,3,1,,"2019-01-25 10:37:35","2020-03-10 13:25:53"
1552,913,1,105,,31,,,13,"App\Product",1,3,1,,"2019-01-25 10:37:35","2020-03-10 13:25:53"
1553,914,1,98,,1,,,1,"App\Product",1,3,1,,"2019-01-25 10:38:40","2020-03-10 13:25:53"
1554,914,1,98,,28,,,10,"App\Product",1,3,1,,"2019-01-25 10:38:40","2020-03-10 13:25:53"
1555,915,1,22,,34,401,,16,"App\Product",1,3,1,,"2019-01-25 10:39:57","2020-03-10 13:25:53"
1556,916,1,168,,1,,,1,"App\Product",1,3,1,,"2019-01-25 10:41:26","2020-03-10 13:25:53"
1557,916,1,168,,28,,,10,"App\Product",1,3,1,,"2019-01-25 10:41:26","2020-03-10 13:25:53"
1558,917,1,32,,28,,,10,"App\Product",1,3,1,,"2019-01-25 10:42:22","2020-03-10 13:25:53"
1559,918,1,221,,34,4057,,16,"App\Product",1,3,1,,"2019-01-25 10:46:34","2020-03-10 13:25:53"
1560,918,1,221,,34,4056,,16,"App\Product",1,3,1,,"2019-01-25 10:46:34","2020-03-10 13:25:53"
1561,919,1,79,,32,4081,,14,"App\Product",1,3,1,,"2019-01-25 10:49:20","2020-03-10 13:25:53"
1562,920,1,139,,34,3610,,16,"App\Product",1,3,1,,"2019-01-25 10:51:16","2020-03-10 13:25:53"
1563,921,1,46,,26,,,8,"App\Product",1,3,1,,"2019-01-25 11:09:19","2020-03-10 13:25:53"
1564,922,1,59,,34,1133,,16,"App\Product",1,3,1,,"2019-01-25 12:22:29","2020-03-10 13:25:53"
1565,923,1,80,,1,,,1,"App\Product",1,3,1,,"2019-01-25 12:36:44","2020-03-10 13:25:53"
1566,924,1,205,,1,,,1,"App\Product",1,3,1,,"2019-01-25 13:53:23","2020-03-10 13:25:53"
1567,925,1,78,,27,,,9,"App\Product",1,3,1,,"2019-01-28 10:55:57","2020-03-10 13:25:53"
1568,926,1,115,,32,4083,,14,"App\Product",1,3,1,,"2019-01-28 10:59:10","2020-03-10 13:25:53"
1569,926,1,115,,32,4082,,14,"App\Product",1,3,1,,"2019-01-28 10:59:10","2020-03-10 13:25:53"
1570,926,1,115,,32,4085,,14,"App\Product",1,3,1,,"2019-01-28 10:59:10","2020-03-10 13:25:53"
1571,926,1,115,,32,4084,,14,"App\Product",1,3,1,,"2019-01-28 10:59:10","2020-03-10 13:25:53"
1572,927,1,57,,34,4086,,16,"App\Product",1,3,1,,"2019-01-28 11:01:00","2020-03-10 13:25:53"
1573,928,1,49,,1,,,1,"App\Product",1,3,1,,"2019-01-28 11:03:58","2020-03-10 13:25:53"
1574,929,1,67,,3,,,3,"App\Product",1,3,1,,"2019-01-28 11:04:58","2020-03-10 13:25:53"
1575,930,1,77,,1,,,1,"App\Product",1,3,1,,"2019-01-28 11:26:46","2020-03-10 13:25:53"
1576,931,1,88,,21,,,1,"App\Product",1,3,1,,"2019-01-28 11:30:48","2020-03-10 13:25:53"
1577,932,1,116,,34,4089,,16,"App\Product",1,3,1,,"2019-01-28 12:25:50","2020-03-10 13:25:53"
1578,932,1,116,,34,4088,,16,"App\Product",1,3,1,,"2019-01-28 12:25:50","2020-03-10 13:25:53"
1579,932,1,116,,34,4087,,16,"App\Product",1,3,1,,"2019-01-28 12:25:50","2020-03-10 13:25:53"
1580,933,1,204,,34,3359,,16,"App\Product",1,3,1,,"2019-01-28 12:27:48","2020-03-10 13:25:53"
1581,934,1,113,,1,,,1,"App\Product",1,3,1,,"2019-01-28 12:28:33","2020-03-10 13:25:53"
1582,934,1,113,,28,,,10,"App\Product",1,3,1,,"2019-01-28 12:28:33","2020-03-10 13:25:53"
1583,935,1,73,,40,,,19,"App\Product",1,3,1,,"2019-01-28 12:29:33","2020-03-10 13:25:53"
1584,936,1,156,,34,2457,,16,"App\Product",1,3,1,,"2019-01-28 12:31:47","2020-03-10 13:25:53"
1585,936,1,156,,34,2458,,16,"App\Product",1,3,1,,"2019-01-28 12:31:47","2020-03-10 13:25:53"
1586,937,1,210,,34,4092,,16,"App\Product",1,3,1,,"2019-01-28 12:33:25","2020-03-10 13:25:53"
1587,937,1,210,,34,4093,,16,"App\Product",1,3,1,,"2019-01-28 12:33:25","2020-03-10 13:25:53"
1588,938,1,210,,1,,,1,"App\Product",1,3,1,,"2019-01-28 12:33:55","2020-03-10 13:25:53"
1589,938,1,210,,4,,,4,"App\Product",1,3,1,,"2019-01-28 12:33:55","2020-03-10 13:25:53"
1590,938,1,210,,28,,,10,"App\Product",1,3,1,,"2019-01-28 12:33:55","2020-03-10 13:25:53"
1591,938,1,210,,34,4092,,16,"App\Product",1,3,1,,"2019-01-28 12:33:55","2020-03-10 13:25:53"
1592,938,1,210,,34,4093,,16,"App\Product",1,3,1,,"2019-01-28 12:33:55","2020-03-10 13:25:53"
1593,939,1,210,,1,,,1,"App\Product",1,3,1,,"2019-01-28 12:34:07","2020-03-10 13:25:53"
1594,939,1,210,,4,,,4,"App\Product",1,3,1,,"2019-01-28 12:34:07","2020-03-10 13:25:53"
1595,939,1,210,,28,,,10,"App\Product",1,3,1,,"2019-01-28 12:34:07","2020-03-10 13:25:53"
1596,939,1,210,,34,4092,,16,"App\Product",1,3,1,,"2019-01-28 12:34:07","2020-03-10 13:25:53"
1597,939,1,210,,34,4093,,16,"App\Product",1,3,1,,"2019-01-28 12:34:07","2020-03-10 13:25:53"
1598,940,1,210,,1,,,1,"App\Product",1,3,1,,"2019-01-28 12:34:41","2020-03-10 13:25:53"
1599,940,1,210,,4,,,4,"App\Product",1,3,1,,"2019-01-28 12:34:41","2020-03-10 13:25:53"
1600,940,1,210,,28,,,10,"App\Product",1,3,1,,"2019-01-28 12:34:41","2020-03-10 13:25:53"
1601,940,1,210,,34,4092,,16,"App\Product",1,3,1,,"2019-01-28 12:34:41","2020-03-10 13:25:53"
1602,940,1,210,,34,4093,,16,"App\Product",1,3,1,,"2019-01-28 12:34:41","2020-03-10 13:25:53"
1603,941,1,3,,28,,,10,"App\Product",1,3,1,,"2019-01-28 13:46:39","2020-03-10 13:25:53"
1604,942,1,83,,32,4095,,14,"App\Product",1,3,1,,"2019-01-29 10:40:34","2020-03-10 13:25:53"
1605,942,1,83,,32,4094,,14,"App\Product",1,3,1,,"2019-01-29 10:40:34","2020-03-10 13:25:53"
1606,943,1,35,,28,,,10,"App\Product",1,3,1,,"2019-01-29 10:42:26","2020-03-10 13:25:53"
1607,944,1,13,,36,,,17,"App\Product",1,3,1,,"2019-01-29 10:43:19","2020-03-10 13:25:53"
1608,945,1,193,,34,3088,,16,"App\Product",1,3,1,,"2019-01-29 10:45:10","2020-03-10 13:25:53"
1609,945,1,193,,34,4096,,16,"App\Product",1,3,1,,"2019-01-29 10:45:10","2020-03-10 13:25:53"
1610,946,1,40,,28,,,10,"App\Product",1,3,1,,"2019-01-29 10:47:14","2020-03-10 13:25:53"
1611,946,1,40,,40,,,19,"App\Product",1,3,1,,"2019-01-29 10:47:14","2020-03-10 13:25:53"
1612,947,1,54,,3,,,3,"App\Product",1,3,1,,"2019-01-29 12:14:47","2020-03-10 13:25:53"
1613,947,1,54,,4,,,4,"App\Product",1,3,1,,"2019-01-29 12:14:47","2020-03-10 13:25:53"
1614,947,1,54,,28,,,10,"App\Product",1,3,1,,"2019-01-29 12:14:47","2020-03-10 13:25:53"
1615,947,1,54,,34,1027,,16,"App\Product",1,3,1,,"2019-01-29 12:14:47","2020-03-10 13:25:53"
1616,948,1,66,,34,4097,,16,"App\Product",1,3,1,,"2019-01-29 12:16:14","2020-03-10 13:25:53"
1617,949,1,26,,34,3947,,16,"App\Product",1,3,1,,"2019-01-29 14:33:25","2020-03-10 13:25:53"
1618,950,1,95,,34,4098,,16,"App\Product",1,3,1,,"2019-01-29 19:06:10","2020-03-10 13:25:53"
1619,951,1,93,,32,4099,,14,"App\Product",1,3,1,,"2019-01-29 19:08:21","2020-03-10 13:25:53"
1620,952,1,93,,1,,,1,"App\Product",1,3,1,,"2019-01-29 19:09:53","2020-03-10 13:25:53"
1621,952,1,93,,3,,,3,"App\Product",1,3,1,,"2019-01-29 19:09:53","2020-03-10 13:25:53"
1622,952,1,93,,4,,,4,"App\Product",1,3,1,,"2019-01-29 19:09:53","2020-03-10 13:25:53"
1623,952,1,93,,28,,,10,"App\Product",1,3,1,,"2019-01-29 19:09:53","2020-03-10 13:25:53"
1624,953,1,120,,34,4101,,16,"App\Product",1,3,1,,"2019-01-29 19:14:16","2020-03-10 13:25:53"
1625,954,1,213,,34,3698,,16,"App\Product",1,3,1,,"2019-01-30 12:52:13","2020-03-10 13:25:53"
1626,955,1,16,,32,4102,,14,"App\Product",1,3,1,,"2019-01-30 12:53:55","2020-03-10 13:25:53"
1627,956,1,66,,36,,,17,"App\Product",1,3,1,,"2019-01-30 12:55:26","2020-03-10 13:25:54"
1628,957,1,156,,27,,,9,"App\Product",1,3,1,,"2019-01-30 12:57:11","2020-03-10 13:25:54"
1629,958,1,88,,30,,,12,"App\Product",1,3,1,,"2019-01-30 13:51:13","2020-03-10 13:25:54"
1630,958,1,88,,31,,,13,"App\Product",1,3,1,,"2019-01-30 13:51:13","2020-03-10 13:25:54"
1631,959,1,41,,28,,,10,"App\Product",1,3,1,,"2019-01-31 09:37:06","2020-03-10 13:25:54"
1632,960,1,16,,40,,,19,"App\Product",1,3,1,,"2019-01-31 09:46:50","2020-03-10 13:25:54"
1633,961,1,115,,30,,,12,"App\Product",1,3,1,,"2019-01-31 09:48:17","2020-03-10 13:25:54"
1634,962,1,203,,3,,,3,"App\Product",1,3,1,,"2019-01-31 10:52:52","2020-03-10 13:25:54"
1635,962,1,203,,4,,,4,"App\Product",1,3,1,,"2019-01-31 10:52:52","2020-03-10 13:25:54"
1636,963,1,37,,1,,,1,"App\Product",1,3,1,,"2019-01-31 10:53:48","2020-03-10 13:25:54"
1637,963,1,37,,2,,,2,"App\Product",1,3,1,,"2019-01-31 10:53:48","2020-03-10 13:25:54"
1638,964,1,58,,44,,,23,"App\Product",1,3,1,,"2019-01-31 10:56:22","2020-03-10 13:25:54"
1639,965,1,60,,1,,,1,"App\Product",1,3,1,,"2019-01-31 12:15:03","2020-03-10 13:25:54"
1640,966,1,163,,30,,,12,"App\Product",1,3,1,,"2019-01-31 12:18:34","2020-03-10 13:25:54"
1641,966,1,163,,31,,,13,"App\Product",1,3,1,,"2019-01-31 12:18:34","2020-03-10 13:25:54"
1642,967,1,154,,36,,,17,"App\Product",1,3,1,,"2019-01-31 12:36:34","2020-03-10 13:25:54"
1643,967,1,154,,34,3779,,16,"App\Product",1,3,1,,"2019-01-31 12:36:34","2020-03-10 13:25:54"
1644,967,1,154,,34,4103,,16,"App\Product",1,3,1,,"2019-01-31 12:36:34","2020-03-10 13:25:54"
1645,968,1,39,,32,4104,,14,"App\Product",1,3,1,,"2019-01-31 15:56:25","2020-03-10 13:25:54"
1646,969,1,209,,34,4105,,16,"App\Product",1,3,1,,"2019-01-31 15:59:00","2020-03-10 13:25:54"
1647,970,1,184,,36,,,17,"App\Product",1,3,1,,"2019-01-31 16:01:08","2020-03-10 13:25:54"
1648,970,1,184,,34,4106,,16,"App\Product",1,3,1,,"2019-01-31 16:01:08","2020-03-10 13:25:54"
1649,970,1,184,,34,2954,,16,"App\Product",1,3,1,,"2019-01-31 16:01:08","2020-03-10 13:25:54"
1650,971,1,18,,1,,,1,"App\Product",1,3,1,,"2019-01-31 16:03:00","2020-03-10 13:25:54"
1651,971,1,18,,36,,,17,"App\Product",1,3,1,,"2019-01-31 16:03:00","2020-03-10 13:25:54"
1652,971,1,18,,40,,,19,"App\Product",1,3,1,,"2019-01-31 16:03:00","2020-03-10 13:25:54"
1653,971,1,18,,34,326,,16,"App\Product",1,3,1,,"2019-01-31 16:03:00","2020-03-10 13:25:54"
1654,971,1,18,,34,327,,16,"App\Product",1,3,1,,"2019-01-31 16:03:00","2020-03-10 13:25:54"
1655,972,1,174,,32,4108,,14,"App\Product",1,3,1,,"2019-01-31 18:11:51","2020-03-10 13:25:54"
1656,972,1,174,,32,4107,,14,"App\Product",1,3,1,,"2019-01-31 18:11:51","2020-03-10 13:25:54"
1657,973,1,127,,32,4111,,14,"App\Product",1,3,1,,"2019-01-31 18:15:20","2020-03-10 13:25:54"
1658,973,1,127,,32,4110,,14,"App\Product",1,3,1,,"2019-01-31 18:15:20","2020-03-10 13:25:54"
1659,973,1,127,,32,4109,,14,"App\Product",1,3,1,,"2019-01-31 18:15:20","2020-03-10 13:25:54"
1660,974,1,126,,34,1892,,16,"App\Product",1,3,1,,"2019-01-31 18:16:39","2020-03-10 13:25:54"
1661,974,1,126,,34,3791,,16,"App\Product",1,3,1,,"2019-01-31 18:16:39","2020-03-10 13:25:54"
1662,975,1,197,,34,4066,,16,"App\Product",1,3,1,,"2019-01-31 18:18:36","2020-03-10 13:25:54"
1663,975,1,197,,34,3198,,16,"App\Product",1,3,1,,"2019-01-31 18:18:36","2020-03-10 13:25:54"
1664,976,1,105,,2,,,2,"App\Product",1,3,1,,"2019-01-31 18:20:14","2020-03-10 13:25:54"
1665,977,1,29,,32,4112,,14,"App\Product",1,3,1,,"2019-02-01 09:46:25","2020-03-10 13:25:54"
1666,978,1,118,,40,,,19,"App\Product",1,3,1,,"2019-02-01 10:46:42","2020-03-10 13:25:54"
1667,979,1,35,,26,,,8,"App\Product",1,3,1,,"2019-02-04 10:18:14","2020-03-10 13:25:54"
1668,980,1,79,,28,,,10,"App\Product",1,3,1,,"2019-02-04 10:19:29","2020-03-10 13:25:54"
1669,981,1,93,,32,4113,,14,"App\Product",1,3,1,,"2019-02-04 10:21:53","2020-03-10 13:25:54"
1670,982,1,221,,1,,,1,"App\Product",1,3,1,,"2019-02-04 10:25:04","2020-03-10 13:25:54"
1671,982,1,221,,2,,,2,"App\Product",1,3,1,,"2019-02-04 10:25:04","2020-03-10 13:25:54"
1672,982,1,221,,3,,,3,"App\Product",1,3,1,,"2019-02-04 10:25:04","2020-03-10 13:25:54"
1673,982,1,221,,4,,,4,"App\Product",1,3,1,,"2019-02-04 10:25:04","2020-03-10 13:25:54"
1674,982,1,221,,28,,,10,"App\Product",1,3,1,,"2019-02-04 10:25:04","2020-03-10 13:25:54"
1675,982,1,221,,44,,,23,"App\Product",1,3,1,,"2019-02-04 10:25:04","2020-03-10 13:25:54"
1676,983,1,112,,34,3596,,16,"App\Product",1,3,1,,"2019-02-04 10:26:50","2020-03-10 13:25:54"
1677,984,1,120,,2,,,2,"App\Product",1,3,1,,"2019-02-04 10:28:12","2020-03-10 13:25:54"
1678,985,1,162,,34,2545,,16,"App\Product",1,3,1,,"2019-02-04 10:29:33","2020-03-10 13:25:54"
1679,986,1,23,,34,361,,16,"App\Product",1,3,1,,"2019-02-04 10:30:43","2020-03-10 13:25:54"
1680,987,1,52,,1,,,1,"App\Product",1,3,1,,"2019-02-04 10:49:37","2020-03-10 13:25:54"
1681,987,1,52,,2,,,2,"App\Product",1,3,1,,"2019-02-04 10:49:37","2020-03-10 13:25:54"
1682,988,1,74,,1,,,1,"App\Product",1,3,1,,"2019-02-04 11:07:23","2020-03-10 13:25:54"
1683,988,1,74,,4,,,4,"App\Product",1,3,1,,"2019-02-04 11:07:23","2020-03-10 13:25:54"
1684,989,1,131,,1,,,1,"App\Product",1,3,1,,"2019-02-04 11:09:45","2020-03-10 13:25:54"
1685,989,1,131,,28,,,10,"App\Product",1,3,1,,"2019-02-04 11:09:45","2020-03-10 13:25:54"
1686,989,1,131,,44,,,23,"App\Product",1,3,1,,"2019-02-04 11:09:45","2020-03-10 13:25:54"
1687,990,1,163,,1,,,1,"App\Product",1,3,1,,"2019-02-04 14:03:54","2020-03-10 13:25:54"
1688,991,1,150,,35,1190,,16,"App\Product",1,3,1,,"2019-02-04 14:06:16","2020-03-10 13:25:54"
1689,992,1,3,,34,4114,,16,"App\Product",1,3,1,,"2019-02-05 10:41:58","2020-03-10 13:25:54"
1690,993,1,156,,40,,,19,"App\Product",1,3,1,,"2019-02-05 10:44:55","2020-03-10 13:25:54"
1691,994,1,105,,34,4115,,16,"App\Product",1,3,1,,"2019-02-05 10:48:19","2020-03-10 13:25:54"
1692,995,1,140,,1,,,1,"App\Product",1,3,1,,"2019-02-05 10:57:04","2020-03-10 13:25:54"
1693,995,1,140,,40,,,19,"App\Product",1,3,1,,"2019-02-05 10:57:04","2020-03-10 13:25:54"
1694,996,1,2,,2,,,2,"App\Product",1,3,1,,"2019-02-05 10:59:18","2020-03-10 13:25:54"
1695,996,1,2,,3,,,3,"App\Product",1,3,1,,"2019-02-05 10:59:18","2020-03-10 13:25:54"
1696,996,1,2,,4,,,4,"App\Product",1,3,1,,"2019-02-05 10:59:18","2020-03-10 13:25:54"
1697,996,1,2,,34,37,,16,"App\Product",1,3,1,,"2019-02-05 10:59:18","2020-03-10 13:25:54"
1698,997,1,2,,2,,,2,"App\Product",1,3,1,,"2019-02-05 11:00:43","2020-03-10 13:25:54"
1699,997,1,2,,3,,,3,"App\Product",1,3,1,,"2019-02-05 11:00:43","2020-03-10 13:25:54"
1700,997,1,2,,4,,,4,"App\Product",1,3,1,,"2019-02-05 11:00:43","2020-03-10 13:25:54"
1701,997,1,2,,34,37,,16,"App\Product",1,3,1,,"2019-02-05 11:00:43","2020-03-10 13:25:54"
1702,998,1,96,,34,4117,,16,"App\Product",1,3,1,,"2019-02-05 12:35:19","2020-03-10 13:25:54"
1703,999,1,67,,34,4118,,16,"App\Product",1,3,1,,"2019-02-05 12:37:07","2020-03-10 13:25:54"
1704,1000,1,83,,32,4119,,14,"App\Product",1,3,1,,"2019-02-05 17:23:48","2020-03-10 13:25:54"
1705,1001,1,169,,32,4120,,14,"App\Product",1,3,1,,"2019-02-05 17:25:33","2020-03-10 13:25:54"
1706,1002,1,67,,30,,,12,"App\Product",1,3,1,,"2019-02-05 17:26:56","2020-03-10 13:25:54"
1707,1003,1,23,,32,4123,,14,"App\Product",1,3,1,,"2019-02-05 17:28:33","2020-03-10 13:25:54"
1708,1003,1,23,,32,4122,,14,"App\Product",1,3,1,,"2019-02-05 17:28:33","2020-03-10 13:25:54"
1709,1003,1,23,,32,4121,,14,"App\Product",1,3,1,,"2019-02-05 17:28:33","2020-03-10 13:25:54"
1710,1004,1,204,,32,4127,,14,"App\Product",1,3,1,,"2019-02-06 09:49:21","2020-03-10 13:25:54"
1711,1004,1,204,,32,4126,,14,"App\Product",1,3,1,,"2019-02-06 09:49:21","2020-03-10 13:25:54"
1712,1004,1,204,,32,4125,,14,"App\Product",1,3,1,,"2019-02-06 09:49:21","2020-03-10 13:25:54"
1713,1005,1,139,,34,4128,,16,"App\Product",1,3,1,,"2019-02-06 09:51:02","2020-03-10 13:25:54"
1714,1006,1,74,,34,3697,,16,"App\Product",1,3,1,,"2019-02-06 09:52:57","2020-03-10 13:25:54"
1715,1006,1,74,,34,1372,,16,"App\Product",1,3,1,,"2019-02-06 09:52:57","2020-03-10 13:25:54"
1716,1007,1,191,,32,4059,,14,"App\Product",1,3,1,,"2019-02-06 10:03:15","2020-03-10 13:25:54"
1717,1007,1,191,,32,4058,,14,"App\Product",1,3,1,,"2019-02-06 10:03:15","2020-03-10 13:25:54"
1718,1008,1,158,,32,4131,,14,"App\Product",1,3,1,,"2019-02-06 10:04:43","2020-03-10 13:25:54"
1719,1009,1,59,,40,,,19,"App\Product",1,3,1,,"2019-02-06 10:39:24","2020-03-10 13:25:54"
1720,1010,1,161,,32,4132,,14,"App\Product",1,3,1,,"2019-02-06 11:56:03","2020-03-10 13:25:54"
1721,1010,1,161,,32,4134,,14,"App\Product",1,3,1,,"2019-02-06 11:56:03","2020-03-10 13:25:54"
1722,1010,1,161,,32,4133,,14,"App\Product",1,3,1,,"2019-02-06 11:56:03","2020-03-10 13:25:54"
1723,1010,1,161,,32,2534,,14,"App\Product",1,3,1,,"2019-02-06 11:56:03","2020-03-10 13:25:54"
1724,1010,1,161,,32,2534,,14,"App\Product",1,3,1,,"2019-02-06 11:56:03","2020-03-10 13:25:54"
1725,1010,1,161,,33,,"Cirugía",15,"App\Product",1,3,1,,"2019-02-06 11:56:03","2020-03-10 13:25:54"
1726,1011,1,112,,30,,,12,"App\Product",1,3,1,,"2019-02-06 12:15:21","2020-03-10 13:25:54"
1727,1012,1,143,,1,,,1,"App\Product",1,3,1,,"2019-02-06 12:47:41","2020-03-10 13:25:54"
1728,1012,1,143,,28,,,10,"App\Product",1,3,1,,"2019-02-06 12:47:41","2020-03-10 13:25:54"
1729,1013,1,125,,44,,,23,"App\Product",1,3,1,,"2019-02-06 14:57:20","2020-03-10 13:25:54"
1730,1014,1,116,,34,4089,,16,"App\Product",1,3,1,,"2019-02-06 17:29:42","2020-03-10 13:25:54"
1731,1014,1,116,,34,4088,,16,"App\Product",1,3,1,,"2019-02-06 17:29:42","2020-03-10 13:25:54"
1732,1014,1,116,,34,4087,,16,"App\Product",1,3,1,,"2019-02-06 17:29:42","2020-03-10 13:25:54"
1733,1015,1,70,,34,3737,,16,"App\Product",1,3,1,,"2019-02-06 17:31:38","2020-03-10 13:25:54"
1734,1016,1,102,,40,,,19,"App\Product",1,3,1,,"2019-02-07 15:00:40","2020-03-10 13:25:54"
1735,1017,1,61,,30,,,12,"App\Product",1,3,1,,"2019-02-07 15:01:37","2020-03-10 13:25:54"
1736,1018,1,13,,30,,,12,"App\Product",1,3,1,,"2019-02-07 15:02:24","2020-03-10 13:25:54"
1737,1019,1,26,,34,3947,,16,"App\Product",1,3,1,,"2019-02-07 15:06:34","2020-03-10 13:25:54"
1738,1020,1,135,,32,4137,,14,"App\Product",1,3,1,,"2019-02-07 15:09:15","2020-03-10 13:25:54"
1739,1021,1,36,,32,4138,,14,"App\Product",1,3,1,,"2019-02-08 09:32:24","2020-03-10 13:25:54"
1740,1022,1,220,,28,,,10,"App\Product",1,3,1,,"2019-02-08 09:34:22","2020-03-10 13:25:54"
1741,1023,1,34,,2,,,2,"App\Product",1,3,1,,"2019-02-08 09:39:04","2020-03-10 13:25:54"
1742,1024,1,136,,1,,,1,"App\Product",1,3,1,,"2019-02-08 13:24:31","2020-03-10 13:25:54"
1743,1024,1,136,,3,,,3,"App\Product",1,3,1,,"2019-02-08 13:24:31","2020-03-10 13:25:54"
1744,1024,1,136,,28,,,10,"App\Product",1,3,1,,"2019-02-08 13:24:31","2020-03-10 13:25:54"
1745,1025,1,191,,44,,,23,"App\Product",1,3,1,,"2019-02-08 13:27:15","2020-03-10 13:25:54"
1746,1026,1,158,,36,,,17,"App\Product",1,3,1,,"2019-02-08 13:28:36","2020-03-10 13:25:54"
1747,1027,1,170,,1,,,1,"App\Product",1,3,1,,"2019-02-11 10:07:25","2020-03-10 13:25:54"
1748,1027,1,170,,3,,,3,"App\Product",1,3,1,,"2019-02-11 10:07:25","2020-03-10 13:25:54"
1749,1027,1,170,,40,,,19,"App\Product",1,3,1,,"2019-02-11 10:07:25","2020-03-10 13:25:54"
1750,1028,1,27,,28,,,10,"App\Product",1,3,1,,"2019-02-11 10:09:14","2020-03-10 13:25:54"
1751,1029,1,119,,40,,,19,"App\Product",1,3,1,,"2019-02-11 10:10:18","2020-03-10 13:25:54"
1752,1030,1,90,,28,,,10,"App\Product",1,3,1,,"2019-02-11 10:13:45","2020-03-10 13:25:54"
1753,1030,1,90,,32,4139,,14,"App\Product",1,3,1,,"2019-02-11 10:13:45","2020-03-10 13:25:54"
1754,1031,1,50,,1,,,1,"App\Product",1,3,1,,"2019-02-11 10:15:10","2020-03-10 13:25:54"
1755,1032,1,64,,32,4140,,14,"App\Product",1,3,1,,"2019-02-11 10:16:50","2020-03-10 13:25:54"
1756,1033,1,38,,40,,,19,"App\Product",1,3,1,,"2019-02-11 10:17:59","2020-03-10 13:25:54"
1757,1034,1,75,,32,4142,,14,"App\Product",1,3,1,,"2019-02-11 10:20:40","2020-03-10 13:25:54"
1758,1034,1,75,,32,4141,,14,"App\Product",1,3,1,,"2019-02-11 10:20:40","2020-03-10 13:25:54"
1759,1035,1,217,,1,,,1,"App\Product",1,3,1,,"2019-02-11 12:52:11","2020-03-10 13:25:54"
1760,1035,1,217,,28,,,10,"App\Product",1,3,1,,"2019-02-11 12:52:11","2020-03-10 13:25:54"
1761,1036,1,160,,40,,,19,"App\Product",1,3,1,,"2019-02-11 15:09:52","2020-03-10 13:25:54"
1762,1037,1,75,,32,4143,,14,"App\Product",1,3,1,,"2019-02-11 15:11:37","2020-03-10 13:25:54"
1763,1038,1,45,,32,4145,,14,"App\Product",1,3,1,,"2019-02-11 15:15:30","2020-03-10 13:25:54"
1764,1038,1,45,,32,4146,,14,"App\Product",1,3,1,,"2019-02-11 15:15:30","2020-03-10 13:25:54"
1765,1038,1,45,,32,4144,,14,"App\Product",1,3,1,,"2019-02-11 15:15:30","2020-03-10 13:25:54"
1766,1039,1,89,,21,,,1,"App\Product",1,3,1,,"2019-02-11 15:16:27","2020-03-10 13:25:54"
1767,1039,1,89,,45,,,10,"App\Product",1,3,1,,"2019-02-11 15:16:27","2020-03-10 13:25:54"
1768,1040,1,175,,1,,,1,"App\Product",1,3,1,,"2019-02-11 18:13:15","2020-03-10 13:25:54"
1769,1041,1,51,,32,4147,,14,"App\Product",1,3,1,,"2019-02-11 18:14:44","2020-03-10 13:25:54"
1770,1042,1,39,,34,713,,16,"App\Product",1,3,1,,"2019-02-11 18:17:24","2020-03-10 13:25:54"
1771,1043,1,46,,34,4148,,16,"App\Product",1,3,1,,"2019-02-11 18:19:09","2020-03-10 13:25:55"
1772,1044,1,6,,34,4149,,16,"App\Product",1,3,1,,"2019-02-11 18:21:15","2020-03-10 13:25:55"
1773,1045,1,60,,1,,,1,"App\Product",1,3,1,,"2019-02-12 09:43:33","2020-03-10 13:25:55"
1774,1046,1,170,,40,,,19,"App\Product",1,3,1,,"2019-02-12 10:36:18","2020-03-10 13:25:55"
1775,1047,1,78,,32,4153,,14,"App\Product",1,3,1,,"2019-02-12 10:39:32","2020-03-10 13:25:55"
1776,1047,1,78,,32,4152,,14,"App\Product",1,3,1,,"2019-02-12 10:39:32","2020-03-10 13:25:55"
1777,1047,1,78,,32,4151,,14,"App\Product",1,3,1,,"2019-02-12 10:39:32","2020-03-10 13:25:55"
1778,1047,1,78,,32,4150,,14,"App\Product",1,3,1,,"2019-02-12 10:39:32","2020-03-10 13:25:55"
