id,clinic_id,stationary_id,"file","link","thumbnail","created_at","updated_at"
188,47,4,"Sobre Bolsa 324x229 Cuenca (Av. Castilla La Mancha, 2).pdf","stationary/España/clinics/Cuenca (Av. Castilla La Mancha, 2)/Sobre Bolsa 324x229 Cuenca (Av. Castilla La Mancha, 2).pdf","/storage/Sobre Bolsa 324x229 Cuenca (Av. Castilla La Mancha, 2).jpg","2019-03-04 11:55:49","2019-03-05 11:55:49"
189,48,1,"Hoja A4 Denia (Marques dje Campo, 64).pdf","stationary/España/clinics/Denia (Marques dje Campo, 64)/Hoja A4 Denia (Marques dje Campo, 64).pdf","/storage/Hoja A4 Denia (Marques dje Campo, 64).jpg","2019-03-05 11:55:49","2019-03-06 11:55:49"
190,48,2,"Recetario Denia (Marques dje Campo, 64).pdf","stationary/España/clinics/Denia (Marques dje Campo, 64)/Recetario Denia (Marques dje Campo, 64).pdf","/storage/Recetario Denia (Marques dje Campo, 64).jpg","2019-03-06 11:55:49","2019-03-07 11:55:49"
191,48,3,"Sobre Americano 225x115 Denia (Marques dje Campo, 64).pdf","stationary/España/clinics/Denia (Marques dje Campo, 64)/Sobre Americano 225x115 Denia (Marques dje Campo, 64).pdf","/storage/Sobre Americano 225x115 Denia (Marques dje Campo, 64).jpg","2019-03-07 11:55:49","2019-03-08 11:55:49"
192,48,4,"Sobre Bolsa 324x229 Denia (Marques dje Campo, 64).pdf","stationary/España/clinics/Denia (Marques dje Campo, 64)/Sobre Bolsa 324x229 Denia (Marques dje Campo, 64).pdf","/storage/Sobre Bolsa 324x229 Denia (Marques dje Campo, 64).jpg","2019-03-08 11:55:49","2019-03-09 11:55:49"
193,49,1,"Hoja A4 Dos Hermanas (La Mina, 1).pdf","stationary/España/clinics/Dos Hermanas (La Mina, 1)/Hoja A4 Dos Hermanas (La Mina, 1).pdf","/storage/Hoja A4 Dos Hermanas (La Mina, 1).jpg","2019-03-09 11:55:49","2019-03-10 11:55:49"
194,49,2,"Recetario Dos Hermanas (La Mina, 1).pdf","stationary/España/clinics/Dos Hermanas (La Mina, 1)/Recetario Dos Hermanas (La Mina, 1).pdf","/storage/Recetario Dos Hermanas (La Mina, 1).jpg","2019-03-10 11:55:49","2019-03-11 11:55:49"
195,49,3,"Sobre Americano 225x115 Dos Hermanas (La Mina, 1).pdf","stationary/España/clinics/Dos Hermanas (La Mina, 1)/Sobre Americano 225x115 Dos Hermanas (La Mina, 1).pdf","/storage/Sobre Americano 225x115 Dos Hermanas (La Mina, 1).jpg","2019-03-11 11:55:49","2019-03-12 11:55:49"
196,49,4,"Sobre Bolsa 324x229 Dos Hermanas (La Mina, 1).pdf","stationary/España/clinics/Dos Hermanas (La Mina, 1)/Sobre Bolsa 324x229 Dos Hermanas (La Mina, 1).pdf","/storage/Sobre Bolsa 324x229 Dos Hermanas (La Mina, 1).jpg","2019-03-12 11:55:49","2019-03-13 11:55:49"
197,50,1,"Hoja A4 Durango (Andjra Mari Kalea, 4).pdf","stationary/España/clinics/Durango (Andjra Mari Kalea, 4)/Hoja A4 Durango (Andjra Mari Kalea, 4).pdf","/storage/Hoja A4 Durango (Andjra Mari Kalea, 4).jpg","2019-03-13 11:55:49","2019-03-14 11:55:49"
198,50,2,"Recetario Durango (Andjra Mari Kalea, 4).pdf","stationary/España/clinics/Durango (Andjra Mari Kalea, 4)/Recetario Durango (Andjra Mari Kalea, 4).pdf","/storage/Recetario Durango (Andjra Mari Kalea, 4).jpg","2019-03-14 11:55:49","2019-03-15 11:55:49"
199,50,3,"Sobre Americano 225x115 Durango (Andjra Mari Kalea, 4).pdf","stationary/España/clinics/Durango (Andjra Mari Kalea, 4)/Sobre Americano 225x115 Durango (Andjra Mari Kalea, 4).pdf","/storage/Sobre Americano 225x115 Durango (Andjra Mari Kalea, 4).jpg","2019-03-15 11:55:49","2019-03-16 11:55:49"
200,50,4,"Sobre Bolsa 324x229 Durango (Andjra Mari Kalea, 4).pdf","stationary/España/clinics/Durango (Andjra Mari Kalea, 4)/Sobre Bolsa 324x229 Durango (Andjra Mari Kalea, 4).pdf","/storage/Sobre Bolsa 324x229 Durango (Andjra Mari Kalea, 4).jpg","2019-03-16 11:55:49","2019-03-17 11:55:49"
201,51,1,"Hoja A4 El Ejidjo (Bulevar dje El Ejidjo, 222).pdf","stationary/España/clinics/El Ejidjo (Bulevar dje El Ejidjo, 222)/Hoja A4 El Ejidjo (Bulevar dje El Ejidjo, 222).pdf","/storage/Hoja A4 El Ejidjo (Bulevar dje El Ejidjo, 222).jpg","2019-03-17 11:55:49","2019-03-18 11:55:49"
202,51,2,"Recetario El Ejidjo (Bulevar dje El Ejidjo, 222).pdf","stationary/España/clinics/El Ejidjo (Bulevar dje El Ejidjo, 222)/Recetario El Ejidjo (Bulevar dje El Ejidjo, 222).pdf","/storage/Recetario El Ejidjo (Bulevar dje El Ejidjo, 222).jpg","2019-03-18 11:55:49","2019-03-19 11:55:49"
203,51,3,"Sobre Americano 225x115 El Ejidjo (Bulevar dje El Ejidjo, 222).pdf","stationary/España/clinics/El Ejidjo (Bulevar dje El Ejidjo, 222)/Sobre Americano 225x115 El Ejidjo (Bulevar dje El Ejidjo, 222).pdf","/storage/Sobre Americano 225x115 El Ejidjo (Bulevar dje El Ejidjo, 222).jpg","2019-03-19 11:55:49","2019-03-20 11:55:49"
204,51,4,"Sobre Bolsa 324x229 El Ejidjo (Bulevar dje El Ejidjo, 222).pdf","stationary/España/clinics/El Ejidjo (Bulevar dje El Ejidjo, 222)/Sobre Bolsa 324x229 El Ejidjo (Bulevar dje El Ejidjo, 222).pdf","/storage/Sobre Bolsa 324x229 El Ejidjo (Bulevar dje El Ejidjo, 222).jpg","2019-03-20 11:55:49","2019-03-21 11:55:49"
205,52,1,"Hoja A4 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).pdf","stationary/España/clinics/El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105)/Hoja A4 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).pdf","/storage/Hoja A4 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).jpg","2019-03-21 11:55:49","2019-03-22 11:55:49"
206,52,2,"Recetario El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).pdf","stationary/España/clinics/El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105)/Recetario El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).pdf","/storage/Recetario El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).jpg","2019-03-22 11:55:49","2019-03-23 11:55:49"
207,52,3,"Sobre Americano 225x115 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).pdf","stationary/España/clinics/El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105)/Sobre Americano 225x115 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).pdf","/storage/Sobre Americano 225x115 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).jpg","2019-03-23 11:55:49","2019-03-24 11:55:49"
208,52,4,"Sobre Bolsa 324x229 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).pdf","stationary/España/clinics/El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105)/Sobre Bolsa 324x229 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).pdf","/storage/Sobre Bolsa 324x229 El Prat dje Llobregat (Av. dje la Verge dje Montserrat, 105).jpg","2019-03-24 11:55:49","2019-03-25 11:55:49"
209,53,1,"Hoja A4 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).pdf","stationary/España/clinics/El Puerto dje Santa Maria (Virgen dje los Milagros, 87)/Hoja A4 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).pdf","/storage/Hoja A4 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).jpg","2019-03-25 11:55:49","2019-03-26 11:55:49"
210,53,2,"Recetario El Puerto dje Santa Maria (Virgen dje los Milagros, 87).pdf","stationary/España/clinics/El Puerto dje Santa Maria (Virgen dje los Milagros, 87)/Recetario El Puerto dje Santa Maria (Virgen dje los Milagros, 87).pdf","/storage/Recetario El Puerto dje Santa Maria (Virgen dje los Milagros, 87).jpg","2019-03-26 11:55:49","2019-03-27 11:55:49"
211,53,3,"Sobre Americano 225x115 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).pdf","stationary/España/clinics/El Puerto dje Santa Maria (Virgen dje los Milagros, 87)/Sobre Americano 225x115 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).pdf","/storage/Sobre Americano 225x115 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).jpg","2019-03-27 11:55:49","2019-03-28 11:55:49"
212,53,4,"Sobre Bolsa 324x229 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).pdf","stationary/España/clinics/El Puerto dje Santa Maria (Virgen dje los Milagros, 87)/Sobre Bolsa 324x229 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).pdf","/storage/Sobre Bolsa 324x229 El Puerto dje Santa Maria (Virgen dje los Milagros, 87).jpg","2019-03-28 11:55:49","2019-03-29 11:55:49"
213,54,1,"Hoja A4 Elche (Pl. dje la Glorieta, 9).pdf","stationary/España/clinics/Elche (Pl. dje la Glorieta, 9)/Hoja A4 Elche (Pl. dje la Glorieta, 9).pdf","/storage/Hoja A4 Elche (Pl. dje la Glorieta, 9).jpg","2019-03-29 11:55:49","2019-03-30 11:55:49"
214,54,2,"Recetario Elche (Pl. dje la Glorieta, 9).pdf","stationary/España/clinics/Elche (Pl. dje la Glorieta, 9)/Recetario Elche (Pl. dje la Glorieta, 9).pdf","/storage/Recetario Elche (Pl. dje la Glorieta, 9).jpg","2019-03-30 11:55:49","2019-03-31 11:55:49"
215,54,3,"Sobre Americano 225x115 Elche (Pl. dje la Glorieta, 9).pdf","stationary/España/clinics/Elche (Pl. dje la Glorieta, 9)/Sobre Americano 225x115 Elche (Pl. dje la Glorieta, 9).pdf","/storage/Sobre Americano 225x115 Elche (Pl. dje la Glorieta, 9).jpg","2019-03-31 11:55:49","2019-04-01 11:55:49"
216,54,4,"Sobre Bolsa 324x229 Elche (Pl. dje la Glorieta, 9).pdf","stationary/España/clinics/Elche (Pl. dje la Glorieta, 9)/Sobre Bolsa 324x229 Elche (Pl. dje la Glorieta, 9).pdf","/storage/Sobre Bolsa 324x229 Elche (Pl. dje la Glorieta, 9).jpg","2019-04-01 11:55:49","2019-04-02 11:55:49"
217,55,1,"Hoja A4 Eldja (Principe dje Asturias, 25).pdf","stationary/España/clinics/Eldja (Principe dje Asturias, 25)/Hoja A4 Eldja (Principe dje Asturias, 25).pdf","/storage/Hoja A4 Eldja (Principe dje Asturias, 25).jpg","2019-04-02 11:55:49","2019-04-03 11:55:49"
218,55,2,"Recetario Eldja (Principe dje Asturias, 25).pdf","stationary/España/clinics/Eldja (Principe dje Asturias, 25)/Recetario Eldja (Principe dje Asturias, 25).pdf","/storage/Recetario Eldja (Principe dje Asturias, 25).jpg","2019-04-03 11:55:49","2019-04-04 11:55:49"
219,55,3,"Sobre Americano 225x115 Eldja (Principe dje Asturias, 25).pdf","stationary/España/clinics/Eldja (Principe dje Asturias, 25)/Sobre Americano 225x115 Eldja (Principe dje Asturias, 25).pdf","/storage/Sobre Americano 225x115 Eldja (Principe dje Asturias, 25).jpg","2019-04-04 11:55:49","2019-04-05 11:55:49"
220,55,4,"Sobre Bolsa 324x229 Eldja (Principe dje Asturias, 25).pdf","stationary/España/clinics/Eldja (Principe dje Asturias, 25)/Sobre Bolsa 324x229 Eldja (Principe dje Asturias, 25).pdf","/storage/Sobre Bolsa 324x229 Eldja (Principe dje Asturias, 25).jpg","2019-04-05 11:55:49","2019-04-06 11:55:49"
221,56,1,"Hoja A4 Estepona (Av. Espana, 126).pdf","stationary/España/clinics/Estepona (Av. Espana, 126)/Hoja A4 Estepona (Av. Espana, 126).pdf","/storage/Hoja A4 Estepona (Av. Espana, 126).jpg","2019-04-06 11:55:49","2019-04-07 11:55:49"
222,56,2,"Recetario Estepona (Av. Espana, 126).pdf","stationary/España/clinics/Estepona (Av. Espana, 126)/Recetario Estepona (Av. Espana, 126).pdf","/storage/Recetario Estepona (Av. Espana, 126).jpg","2019-04-07 11:55:49","2019-04-08 11:55:49"
223,56,3,"Sobre Americano 225x115 Estepona (Av. Espana, 126).pdf","stationary/España/clinics/Estepona (Av. Espana, 126)/Sobre Americano 225x115 Estepona (Av. Espana, 126).pdf","/storage/Sobre Americano 225x115 Estepona (Av. Espana, 126).jpg","2019-04-08 11:55:49","2019-04-09 11:55:49"
224,56,4,"Sobre Bolsa 324x229 Estepona (Av. Espana, 126).pdf","stationary/España/clinics/Estepona (Av. Espana, 126)/Sobre Bolsa 324x229 Estepona (Av. Espana, 126).pdf","/storage/Sobre Bolsa 324x229 Estepona (Av. Espana, 126).jpg","2019-04-09 11:55:49","2019-04-10 11:55:49"
225,57,1,"Hoja A4 Ferrol (Real, 78).pdf","stationary/España/clinics/Ferrol (Real, 78)/Hoja A4 Ferrol (Real, 78).pdf","/storage/Hoja A4 Ferrol (Real, 78).jpg","2019-04-10 11:55:49","2019-04-11 11:55:49"
226,57,2,"Recetario Ferrol (Real, 78).pdf","stationary/España/clinics/Ferrol (Real, 78)/Recetario Ferrol (Real, 78).pdf","/storage/Recetario Ferrol (Real, 78).jpg","2019-04-11 11:55:49","2019-04-12 11:55:49"
227,57,3,"Sobre Americano 225x115 Ferrol (Real, 78).pdf","stationary/España/clinics/Ferrol (Real, 78)/Sobre Americano 225x115 Ferrol (Real, 78).pdf","/storage/Sobre Americano 225x115 Ferrol (Real, 78).jpg","2019-04-12 11:55:49","2019-04-13 11:55:49"
228,57,4,"Sobre Bolsa 324x229 Ferrol (Real, 78).pdf","stationary/España/clinics/Ferrol (Real, 78)/Sobre Bolsa 324x229 Ferrol (Real, 78).pdf","/storage/Sobre Bolsa 324x229 Ferrol (Real, 78).jpg","2019-04-13 11:55:49","2019-04-14 11:55:49"
229,58,1,"Hoja A4 Figueres (Pujadja djel Castell, 11).pdf","stationary/España/clinics/Figueres (Pujadja djel Castell, 11)/Hoja A4 Figueres (Pujadja djel Castell, 11).pdf","/storage/Hoja A4 Figueres (Pujadja djel Castell, 11).jpg","2019-04-14 11:55:49","2019-04-15 11:55:49"
230,58,2,"Recetario Figueres (Pujadja djel Castell, 11).pdf","stationary/España/clinics/Figueres (Pujadja djel Castell, 11)/Recetario Figueres (Pujadja djel Castell, 11).pdf","/storage/Recetario Figueres (Pujadja djel Castell, 11).jpg","2019-04-15 11:55:49","2019-04-16 11:55:49"
231,58,3,"Sobre Americano 225x115 Figueres (Pujadja djel Castell, 11).pdf","stationary/España/clinics/Figueres (Pujadja djel Castell, 11)/Sobre Americano 225x115 Figueres (Pujadja djel Castell, 11).pdf","/storage/Sobre Americano 225x115 Figueres (Pujadja djel Castell, 11).jpg","2019-04-16 11:55:49","2019-04-17 11:55:49"
232,58,4,"Sobre Bolsa 324x229 Figueres (Pujadja djel Castell, 11).pdf","stationary/España/clinics/Figueres (Pujadja djel Castell, 11)/Sobre Bolsa 324x229 Figueres (Pujadja djel Castell, 11).pdf","/storage/Sobre Bolsa 324x229 Figueres (Pujadja djel Castell, 11).jpg","2019-04-17 11:55:49","2019-04-18 11:55:49"
233,59,1,"Hoja A4 Fuengirola (Av. Condjes dje San Isidjro, 15).pdf","stationary/España/clinics/Fuengirola (Av. Condjes dje San Isidjro, 15)/Hoja A4 Fuengirola (Av. Condjes dje San Isidjro, 15).pdf","/storage/Hoja A4 Fuengirola (Av. Condjes dje San Isidjro, 15).jpg","2019-04-18 11:55:49","2019-04-19 11:55:49"
234,59,2,"Recetario Fuengirola (Av. Condjes dje San Isidjro, 15).pdf","stationary/España/clinics/Fuengirola (Av. Condjes dje San Isidjro, 15)/Recetario Fuengirola (Av. Condjes dje San Isidjro, 15).pdf","/storage/Recetario Fuengirola (Av. Condjes dje San Isidjro, 15).jpg","2019-04-19 11:55:49","2019-04-20 11:55:49"
235,59,3,"Sobre Americano 225x115 Fuengirola (Av. Condjes dje San Isidjro, 15).pdf","stationary/España/clinics/Fuengirola (Av. Condjes dje San Isidjro, 15)/Sobre Americano 225x115 Fuengirola (Av. Condjes dje San Isidjro, 15).pdf","/storage/Sobre Americano 225x115 Fuengirola (Av. Condjes dje San Isidjro, 15).jpg","2019-04-20 11:55:49","2019-04-21 11:55:49"
236,59,4,"Sobre Bolsa 324x229 Fuengirola (Av. Condjes dje San Isidjro, 15).pdf","stationary/España/clinics/Fuengirola (Av. Condjes dje San Isidjro, 15)/Sobre Bolsa 324x229 Fuengirola (Av. Condjes dje San Isidjro, 15).pdf","/storage/Sobre Bolsa 324x229 Fuengirola (Av. Condjes dje San Isidjro, 15).jpg","2019-04-21 11:55:49","2019-04-22 11:55:49"
237,60,1,"Hoja A4 Fuenlabradja (Leganes, 34).pdf","stationary/España/clinics/Fuenlabradja (Leganes, 34)/Hoja A4 Fuenlabradja (Leganes, 34).pdf","/storage/Hoja A4 Fuenlabradja (Leganes, 34).jpg","2019-04-22 11:55:49","2019-04-23 11:55:49"
238,60,2,"Recetario Fuenlabradja (Leganes, 34).pdf","stationary/España/clinics/Fuenlabradja (Leganes, 34)/Recetario Fuenlabradja (Leganes, 34).pdf","/storage/Recetario Fuenlabradja (Leganes, 34).jpg","2019-04-23 11:55:49","2019-04-24 11:55:49"
239,60,3,"Sobre Americano 225x115 Fuenlabradja (Leganes, 34).pdf","stationary/España/clinics/Fuenlabradja (Leganes, 34)/Sobre Americano 225x115 Fuenlabradja (Leganes, 34).pdf","/storage/Sobre Americano 225x115 Fuenlabradja (Leganes, 34).jpg","2019-04-24 11:55:49","2019-04-25 11:55:49"
240,60,4,"Sobre Bolsa 324x229 Fuenlabradja (Leganes, 34).pdf","stationary/España/clinics/Fuenlabradja (Leganes, 34)/Sobre Bolsa 324x229 Fuenlabradja (Leganes, 34).pdf","/storage/Sobre Bolsa 324x229 Fuenlabradja (Leganes, 34).jpg","2019-04-25 11:55:49","2019-04-26 11:55:49"
241,61,1,"Hoja A4 Fuenlabradja (Portugal, 44).pdf","stationary/España/clinics/Fuenlabradja (Portugal, 44)/Hoja A4 Fuenlabradja (Portugal, 44).pdf","/storage/Hoja A4 Fuenlabradja (Portugal, 44).jpg","2019-04-26 11:55:49","2019-04-27 11:55:49"
242,61,2,"Recetario Fuenlabradja (Portugal, 44).pdf","stationary/España/clinics/Fuenlabradja (Portugal, 44)/Recetario Fuenlabradja (Portugal, 44).pdf","/storage/Recetario Fuenlabradja (Portugal, 44).jpg","2019-04-27 11:55:49","2019-04-28 11:55:49"
243,61,3,"Sobre Americano 225x115 Fuenlabradja (Portugal, 44).pdf","stationary/España/clinics/Fuenlabradja (Portugal, 44)/Sobre Americano 225x115 Fuenlabradja (Portugal, 44).pdf","/storage/Sobre Americano 225x115 Fuenlabradja (Portugal, 44).jpg","2019-04-28 11:55:49","2019-04-29 11:55:49"
244,61,4,"Sobre Bolsa 324x229 Fuenlabradja (Portugal, 44).pdf","stationary/España/clinics/Fuenlabradja (Portugal, 44)/Sobre Bolsa 324x229 Fuenlabradja (Portugal, 44).pdf","/storage/Sobre Bolsa 324x229 Fuenlabradja (Portugal, 44).jpg","2019-04-29 11:55:49","2019-04-30 11:55:49"
245,62,1,"Hoja A4 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).pdf","stationary/España/clinics/Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea)/Hoja A4 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).pdf","/storage/Hoja A4 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).jpg","2019-04-30 11:55:49","2019-05-01 11:55:49"
246,62,2,"Recetario Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).pdf","stationary/España/clinics/Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea)/Recetario Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).pdf","/storage/Recetario Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).jpg","2019-05-01 11:55:49","2019-05-02 11:55:49"
247,62,3,"Sobre Americano 225x115 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).pdf","stationary/España/clinics/Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea)/Sobre Americano 225x115 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).pdf","/storage/Sobre Americano 225x115 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).jpg","2019-05-02 11:55:49","2019-05-03 11:55:49"
248,62,4,"Sobre Bolsa 324x229 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).pdf","stationary/España/clinics/Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea)/Sobre Bolsa 324x229 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).pdf","/storage/Sobre Bolsa 324x229 Galdjakao (Juan Bautista Uriarte Kalea, 18, esq. Lapurdji Kalea).jpg","2019-05-03 11:55:49","2019-05-04 11:55:49"
249,63,1,"Hoja A4 Gandjia (Raco Pare Leandjro Calvo, 1).pdf","stationary/España/clinics/Gandjia (Raco Pare Leandjro Calvo, 1)/Hoja A4 Gandjia (Raco Pare Leandjro Calvo, 1).pdf","/storage/Hoja A4 Gandjia (Raco Pare Leandjro Calvo, 1).jpg","2019-05-04 11:55:49","2019-05-05 11:55:49"
250,63,2,"Recetario Gandjia (Raco Pare Leandjro Calvo, 1).pdf","stationary/España/clinics/Gandjia (Raco Pare Leandjro Calvo, 1)/Recetario Gandjia (Raco Pare Leandjro Calvo, 1).pdf","/storage/Recetario Gandjia (Raco Pare Leandjro Calvo, 1).jpg","2019-05-05 11:55:49","2019-05-06 11:55:49"
251,63,3,"Sobre Americano 225x115 Gandjia (Raco Pare Leandjro Calvo, 1).pdf","stationary/España/clinics/Gandjia (Raco Pare Leandjro Calvo, 1)/Sobre Americano 225x115 Gandjia (Raco Pare Leandjro Calvo, 1).pdf","/storage/Sobre Americano 225x115 Gandjia (Raco Pare Leandjro Calvo, 1).jpg","2019-05-06 11:55:49","2019-05-07 11:55:49"
252,63,4,"Sobre Bolsa 324x229 Gandjia (Raco Pare Leandjro Calvo, 1).pdf","stationary/España/clinics/Gandjia (Raco Pare Leandjro Calvo, 1)/Sobre Bolsa 324x229 Gandjia (Raco Pare Leandjro Calvo, 1).pdf","/storage/Sobre Bolsa 324x229 Gandjia (Raco Pare Leandjro Calvo, 1).jpg","2019-05-07 11:55:49","2019-05-08 11:55:49"
253,64,1,"Hoja A4 Gava (Rbla. dje Maria Casas, 78).pdf","stationary/España/clinics/Gava (Rbla. dje Maria Casas, 78)/Hoja A4 Gava (Rbla. dje Maria Casas, 78).pdf","/storage/Hoja A4 Gava (Rbla. dje Maria Casas, 78).jpg","2019-05-08 11:55:49","2019-05-09 11:55:49"
254,64,2,"Recetario Gava (Rbla. dje Maria Casas, 78).pdf","stationary/España/clinics/Gava (Rbla. dje Maria Casas, 78)/Recetario Gava (Rbla. dje Maria Casas, 78).pdf","/storage/Recetario Gava (Rbla. dje Maria Casas, 78).jpg","2019-05-09 11:55:49","2019-05-10 11:55:49"
255,64,3,"Sobre Americano 225x115 Gava (Rbla. dje Maria Casas, 78).pdf","stationary/España/clinics/Gava (Rbla. dje Maria Casas, 78)/Sobre Americano 225x115 Gava (Rbla. dje Maria Casas, 78).pdf","/storage/Sobre Americano 225x115 Gava (Rbla. dje Maria Casas, 78).jpg","2019-05-10 11:55:49","2019-05-11 11:55:49"
256,64,4,"Sobre Bolsa 324x229 Gava (Rbla. dje Maria Casas, 78).pdf","stationary/España/clinics/Gava (Rbla. dje Maria Casas, 78)/Sobre Bolsa 324x229 Gava (Rbla. dje Maria Casas, 78).pdf","/storage/Sobre Bolsa 324x229 Gava (Rbla. dje Maria Casas, 78).jpg","2019-05-11 11:55:49","2019-05-12 11:55:49"
257,65,1,"Hoja A4 Getafe (Madjridj, 58).pdf","stationary/España/clinics/Getafe (Madjridj, 58)/Hoja A4 Getafe (Madjridj, 58).pdf","/storage/Hoja A4 Getafe (Madjridj, 58).jpg","2019-05-12 11:55:49","2019-05-13 11:55:49"
258,65,2,"Recetario Getafe (Madjridj, 58).pdf","stationary/España/clinics/Getafe (Madjridj, 58)/Recetario Getafe (Madjridj, 58).pdf","/storage/Recetario Getafe (Madjridj, 58).jpg","2019-05-13 11:55:49","2019-05-14 11:55:49"
259,65,3,"Sobre Americano 225x115 Getafe (Madjridj, 58).pdf","stationary/España/clinics/Getafe (Madjridj, 58)/Sobre Americano 225x115 Getafe (Madjridj, 58).pdf","/storage/Sobre Americano 225x115 Getafe (Madjridj, 58).jpg","2019-05-14 11:55:49","2019-05-15 11:55:49"
260,65,4,"Sobre Bolsa 324x229 Getafe (Madjridj, 58).pdf","stationary/España/clinics/Getafe (Madjridj, 58)/Sobre Bolsa 324x229 Getafe (Madjridj, 58).pdf","/storage/Sobre Bolsa 324x229 Getafe (Madjridj, 58).jpg","2019-05-15 11:55:49","2019-05-16 11:55:49"
261,66,1,"Hoja A4 Getafe (Madjridj, 73).pdf","stationary/España/clinics/Getafe (Madjridj, 73)/Hoja A4 Getafe (Madjridj, 73).pdf","/storage/Hoja A4 Getafe (Madjridj, 73).jpg","2019-05-16 11:55:49","2019-05-17 11:55:49"
262,66,2,"Recetario Getafe (Madjridj, 73).pdf","stationary/España/clinics/Getafe (Madjridj, 73)/Recetario Getafe (Madjridj, 73).pdf","/storage/Recetario Getafe (Madjridj, 73).jpg","2019-05-17 11:55:49","2019-05-18 11:55:49"
263,66,3,"Sobre Americano 225x115 Getafe (Madjridj, 73).pdf","stationary/España/clinics/Getafe (Madjridj, 73)/Sobre Americano 225x115 Getafe (Madjridj, 73).pdf","/storage/Sobre Americano 225x115 Getafe (Madjridj, 73).jpg","2019-05-18 11:55:49","2019-05-19 11:55:49"
264,66,4,"Sobre Bolsa 324x229 Getafe (Madjridj, 73).pdf","stationary/España/clinics/Getafe (Madjridj, 73)/Sobre Bolsa 324x229 Getafe (Madjridj, 73).pdf","/storage/Sobre Bolsa 324x229 Getafe (Madjridj, 73).jpg","2019-05-19 11:55:49","2019-05-20 11:55:49"
265,67,1,"Hoja A4 Getxo (Mayor, 21).pdf","stationary/España/clinics/Getxo (Mayor, 21)/Hoja A4 Getxo (Mayor, 21).pdf","/storage/Hoja A4 Getxo (Mayor, 21).jpg","2019-05-20 11:55:49","2019-05-21 11:55:49"
266,67,2,"Recetario Getxo (Mayor, 21).pdf","stationary/España/clinics/Getxo (Mayor, 21)/Recetario Getxo (Mayor, 21).pdf","/storage/Recetario Getxo (Mayor, 21).jpg","2019-05-21 11:55:49","2019-05-22 11:55:49"
267,67,3,"Sobre Americano 225x115 Getxo (Mayor, 21).pdf","stationary/España/clinics/Getxo (Mayor, 21)/Sobre Americano 225x115 Getxo (Mayor, 21).pdf","/storage/Sobre Americano 225x115 Getxo (Mayor, 21).jpg","2019-05-22 11:55:49","2019-05-23 11:55:49"
268,67,4,"Sobre Bolsa 324x229 Getxo (Mayor, 21).pdf","stationary/España/clinics/Getxo (Mayor, 21)/Sobre Bolsa 324x229 Getxo (Mayor, 21).pdf","/storage/Sobre Bolsa 324x229 Getxo (Mayor, 21).jpg","2019-05-23 11:55:49","2019-05-24 11:55:49"
