id,number,type,description,main,phoneable_id,phoneable_type,created_at,updated_at
219,91 021 09 53,Virtual,Virtual Phone from Meta 4,0,111,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
220,91 569 05 89,Oficina,Real Phone from Meta 4,0,112,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
221,91 116 54 13,Virtual,Virtual Phone from Meta 4,0,112,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
222,91 460 90 46,Oficina,Real Phone from Meta 4,0,113,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
223,91 116 54 13,Virtual,Virtual Phone from Meta 4,0,113,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
224,91 527 95 69,Oficina,Real Phone from Meta 4,0,114,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
225,91 116 54 11,Virtual,Virtual Phone from Meta 4,0,114,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
226,91 061 01 55,Oficina,Real Phone from Meta 4,0,115,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
227,91 119 99 93,Virtual,Virtual Phone from Meta 4,0,115,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
228,91 168 19 17,Oficina,Real Phone from Meta 4,0,116,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
229,91 116 54 11,Virtual,Virtual Phone from Meta 4,0,116,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
232,871 518 832,Oficina,Real Phone from Meta 4,0,118,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
233,971 571 479,Virtual,Virtual Phone from Meta 4,0,118,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
234,91 085 10 10,Oficina,Real Phone from Meta 4,0,119,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
235,91 071 45 97,Virtual,Virtual Phone from Meta 4,0,119,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
236,951 350 822,Oficina,Real Phone from Meta 4,0,120,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
237,951 247 379,Virtual,Virtual Phone from Meta 4,0,120,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
238,952 061 687,Oficina,Real Phone from Meta 4,0,121,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
239,951 247 377,Virtual,Virtual Phone from Meta 4,0,121,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
240,951 491 693,Oficina,Real Phone from Meta 4,0,122,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
241,951 247 377,Virtual,Virtual Phone from Meta 4,0,122,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
242,871 579 865,Oficina,Real Phone from Meta 4,0,124,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
243,971 571 482,Virtual,Virtual Phone from Meta 4,0,124,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
244,93 170 62 97,Oficina,Real Phone from Meta 4,0,125,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
245,93 393 77 98,Virtual,Virtual Phone from Meta 4,0,125,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
246,951 358 670,Oficina,Real Phone from Meta 4,0,126,App\Clinic,2019-03-22 15:40:23,2019-03-22 15:40:23
247,951 247 380,Virtual,Virtual Phone from Meta 4,0,126,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
248,93 018 80 86,Oficina,Real Phone from Meta 4,0,127,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
249,93 380 50 99,Virtual,Virtual Phone from Meta 4,0,127,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
250,924 956 934,Oficina,Real Phone from Meta 4,0,128,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
251,924 980 672,Virtual,Virtual Phone from Meta 4,0,128,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
252,868 12 99 06,Oficina,Real Phone from Meta 4,0,129,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
253,968 978 788,Virtual,Virtual Phone from Meta 4,0,129,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
254,93 170 63 04,Oficina,Real Phone from Meta 4,0,130,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
255,93 394 70 70,Virtual,Virtual Phone from Meta 4,0,130,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
256,91 618 78 22,Oficina,Real Phone from Meta 4,0,131,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
257,91 116 54 15,Virtual,Virtual Phone from Meta 4,0,131,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
258,91 071 46 99,Oficina,Real Phone from Meta 4,0,132,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
259,91 021 09 59,Virtual,Virtual Phone from Meta 4,0,132,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
260,958 823 226,Oficina,Real Phone from Meta 4,0,133,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
261,958 991 560,Virtual,Virtual Phone from Meta 4,0,133,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
262,868 611 466,Oficina,Real Phone from Meta 4,0,134,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
263,968 978 792,Virtual,Virtual Phone from Meta 4,0,134,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
264,966 23 95 61,Oficina,Real Phone from Meta 4,0,135,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
265,965 063 643,Virtual,Virtual Phone from Meta 4,0,135,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
266,988 366 542,Oficina,Real Phone from Meta 4,0,136,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
267,988 980 660,Virtual,Virtual Phone from Meta 4,0,136,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
268,98 424 13 47,Oficina,Real Phone from Meta 4,0,137,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
269,984 242 513,Virtual,Virtual Phone from Meta 4,0,137,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
270,979 699 705,Oficina,Real Phone from Meta 4,0,138,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
271,979 690 786,Virtual,Virtual Phone from Meta 4,0,138,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
272,971 463 440,Oficina,Real Phone from Meta 4,0,139,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
273,971 571 478,Virtual,Virtual Phone from Meta 4,0,139,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
274,871 518 825,Oficina,Real Phone from Meta 4,0,140,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
275,971 571 480,Virtual,Virtual Phone from Meta 4,0,140,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
276,948 203 450,Oficina,Real Phone from Meta 4,0,141,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
277,948 980 672,Virtual,Virtual Phone from Meta 4,0,141,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
278,848 479 965,Oficina,Real Phone from Meta 4,0,142,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
279,948 980 672,Virtual,Virtual Phone from Meta 4,0,142,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
280,91 021 21 75,Oficina,Real Phone from Meta 4,0,143,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
281,91 021 09 58,Virtual,Virtual Phone from Meta 4,0,143,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
282,960 630 173,Oficina,Real Phone from Meta 4,0,144,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
283,961 125 274,Virtual,Virtual Phone from Meta 4,0,144,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
284,927 774 975,Oficina,Real Phone from Meta 4,0,145,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
285,927 770 823,Virtual,Virtual Phone from Meta 4,0,145,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
286,987 456 782,Oficina,Real Phone from Meta 4,0,146,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
287,987 795 160,Virtual,Virtual Phone from Meta 4,0,146,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
288,986 869 417,Oficina,Real Phone from Meta 4,0,147,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
289,886 318 111,Virtual,Virtual Phone from Meta 4,0,147,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
290,94 483 10 91,Oficina,Real Phone from Meta 4,0,148,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
291,944 342 272,Virtual,Virtual Phone from Meta 4,0,148,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
292,94 654 69 47,Oficina,Real Phone from Meta 4,0,149,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
293,944 342 272,Virtual,Virtual Phone from Meta 4,0,149,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
294,828 121 710,Oficina,Real Phone from Meta 4,0,150,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
295,928 987 553,Virtual,Virtual Phone from Meta 4,0,150,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
296,926 673 468,Oficina,Real Phone from Meta 4,0,151,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
297,926 670 694,Virtual,Virtual Phone from Meta 4,0,151,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
298,877 055 944,Oficina,Real Phone from Meta 4,0,152,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
299,977 271 616,Virtual,Virtual Phone from Meta 4,0,152,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
300,951 491 609,Oficina,Real Phone from Meta 4,0,153,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
301,951 255 072,Virtual,Virtual Phone from Meta 4,0,153,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
302,950 924 712,Oficina,Real Phone from Meta 4,0,154,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
303,950 951 182,Virtual,Virtual Phone from Meta 4,0,154,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
304,93 018 11 78,Oficina,Real Phone from Meta 4,0,155,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
305,93 394 70 75,Virtual,Virtual Phone from Meta 4,0,155,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
306,93 021 69 77,Oficina,Real Phone from Meta 4,0,156,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
307,93 390 50 59,Virtual,Virtual Phone from Meta 4,0,156,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
308,960 630 166,Oficina,Real Phone from Meta 4,0,157,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
309,961 125 300,Virtual,Virtual Phone from Meta 4,0,157,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
310,923 280 613,Oficina,Real Phone from Meta 4,0,158,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
311,923 992 501,Virtual,Virtual Phone from Meta 4,0,158,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
312,956 923 147,Oficina,Real Phone from Meta 4,0,159,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
313,856 927 990,Virtual,Virtual Phone from Meta 4,0,159,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
314,84 398 91 53,Oficina,Real Phone from Meta 4,0,160,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
315,843 980 984,Virtual,Virtual Phone from Meta 4,0,160,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
316,94 344 08 21,Oficina,Real Phone from Meta 4,0,161,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
317,843 980 983,Virtual,Virtual Phone from Meta 4,0,161,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
318,865 608 859,Oficina,Real Phone from Meta 4,0,162,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
319,965 063 645,Virtual,Virtual Phone from Meta 4,0,162,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
320,956 921 152,Oficina,Real Phone from Meta 4,0,163,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
321,856 927 981,Virtual,Virtual Phone from Meta 4,0,163,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
322,922 980 420,Oficina,Real Phone from Meta 4,0,164,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
323,922 980 159,Virtual,Virtual Phone from Meta 4,0,164,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
324,942 318 867,Oficina,Real Phone from Meta 4,0,165,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
325,942 940 743,Virtual,Virtual Phone from Meta 4,0,165,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
326,981 555 066,Oficina,Real Phone from Meta 4,0,166,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
327,881 241 632,Virtual,Virtual Phone from Meta 4,0,166,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
328,94 434 97 40,Oficina,Real Phone from Meta 4,0,167,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
329,944 342 274,Virtual,Virtual Phone from Meta 4,0,167,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
330,921 413 102,Oficina,Real Phone from Meta 4,0,168,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
331,921 920 636,Virtual,Virtual Phone from Meta 4,0,168,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
332,854 552 119,Oficina,Real Phone from Meta 4,0,169,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
333,954 328 516,Virtual,Virtual Phone from Meta 4,0,169,App\Clinic,2019-03-22 15:40:24,2019-03-22 15:40:24
334,954 293 083,Oficina,Real Phone from Meta 4,0,170,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
335,954 328 514,Virtual,Virtual Phone from Meta 4,0,170,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
336,854 552 780,Oficina,Real Phone from Meta 4,0,171,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
337,954 328 517,Virtual,Virtual Phone from Meta 4,0,171,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
338,955 29 85 27,Oficina,Real Phone from Meta 4,0,172,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
339,954 328 515,Virtual,Virtual Phone from Meta 4,0,172,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
340,975 671 123,Oficina,Real Phone from Meta 4,0,173,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
341,975 670 638,Virtual,Virtual Phone from Meta 4,0,173,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
342,925 675 144,Oficina,Real Phone from Meta 4,0,174,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
343,925 673 781,Virtual,Virtual Phone from Meta 4,0,174,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
344,877 065 917,Oficina,Real Phone from Meta 4,0,175,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
345,977 271 617,Virtual,Virtual Phone from Meta 4,0,175,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
346,928 984 790,Oficina,Real Phone from Meta 4,0,176,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
347,928 987 550,Virtual,Virtual Phone from Meta 4,0,176,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
348,93 736 86 23,Oficina,Real Phone from Meta 4,0,177,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
349,93 393 77 95,Virtual,Virtual Phone from Meta 4,0,177,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
350,978 081 135,Oficina,Real Phone from Meta 4,0,178,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
351,978 080 575,Virtual,Virtual Phone from Meta 4,0,178,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
352,926 673 428,Oficina,Real Phone from Meta 4,0,179,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
353,926 670 693,Virtual,Virtual Phone from Meta 4,0,179,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
354,91 660 08 23,Oficina,Real Phone from Meta 4,0,180,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
355,91 116 54 17,Virtual,Virtual Phone from Meta 4,0,180,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
356,942 880 245,Oficina,Real Phone from Meta 4,0,181,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
357,942 940 744,Virtual,Virtual Phone from Meta 4,0,181,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
358,942 880 245,Oficina,Real Phone from Meta 4,0,182,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
359,942 940 744,Virtual,Virtual Phone from Meta 4,0,182,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
360,951 358 677,Oficina,Real Phone from Meta 4,0,183,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
361,951 247 381,Virtual,Virtual Phone from Meta 4,0,183,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
362,961 126 666,Oficina,Real Phone from Meta 4,0,184,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
363,961 125 272,Virtual,Virtual Phone from Meta 4,0,184,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
364,865 672 807,Oficina,Real Phone from Meta 4,0,185,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
365,965 063 644,Virtual,Virtual Phone from Meta 4,0,185,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
366,848 479 925,Oficina,Real Phone from Meta 4,0,186,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
367,948 980 673,Virtual,Virtual Phone from Meta 4,0,186,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
368,953 827 687,Oficina,Real Phone from Meta 4,0,187,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
369,953 890 786,Virtual,Virtual Phone from Meta 4,0,187,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
370,854 552 985,Oficina,Real Phone from Meta 4,0,188,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
371,954 328 560,Virtual,Virtual Phone from Meta 4,0,188,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
372,961 194 766,Oficina,Real Phone from Meta 4,0,189,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
373,96 112 53 01,Virtual,Virtual Phone from Meta 4,0,189,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
374,96 352 88 70,Oficina,Real Phone from Meta 4,0,190,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
375,961 125 271,Virtual,Virtual Phone from Meta 4,0,190,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
376,96 352 69 86,Oficina,Real Phone from Meta 4,0,191,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
377,961 125 270,Virtual,Virtual Phone from Meta 4,0,191,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
378,983 457 882,Oficina,Real Phone from Meta 4,0,192,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
379,983 070 590,Virtual,Virtual Phone from Meta 4,0,192,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
380,983 214 476,Oficina,Real Phone from Meta 4,0,193,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
381,983 070 589,Virtual,Virtual Phone from Meta 4,0,193,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
382,928 987 393,Oficina,Real Phone from Meta 4,0,194,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
383,928 987 554,Virtual,Virtual Phone from Meta 4,0,194,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
384,951 493 274,Oficina,Real Phone from Meta 4,0,195,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
385,951 255 074,Virtual,Virtual Phone from Meta 4,0,195,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
386,886 311 366,Oficina,Real Phone from Meta 4,0,196,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
387,886 318 113,Virtual,Virtual Phone from Meta 4,0,196,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
388,886 311 391,Oficina,Real Phone from Meta 4,0,197,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
389,886 318 114,Virtual,Virtual Phone from Meta 4,0,197,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
390,93 171 12 03,Oficina,Real Phone from Meta 4,0,198,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
391,93 390 50 58,Virtual,Virtual Phone from Meta 4,0,198,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
392,986 566 956,Oficina,Real Phone from Meta 4,0,199,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
393,886 318 112,Virtual,Virtual Phone from Meta 4,0,199,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
394,93 021 55 43,Oficina,Real Phone from Meta 4,0,200,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
395,93 396 49 97,Virtual,Virtual Phone from Meta 4,0,200,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
396,94 556 95 26,Oficina,Real Phone from Meta 4,0,201,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
397,945 560 584,Virtual,Virtual Phone from Meta 4,0,201,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
398,94 513 99 86,Oficina,Real Phone from Meta 4,0,202,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
399,945 560 583,Virtual,Virtual Phone from Meta 4,0,202,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
400,980 508 024,Oficina,Real Phone from Meta 4,0,203,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
401,980 983 257,Virtual,Virtual Phone from Meta 4,0,203,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
402,876 017 563,Oficina,Real Phone from Meta 4,0,204,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
403,976 361 631,Virtual,Virtual Phone from Meta 4,0,204,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
404,876 015 919,Oficina,Real Phone from Meta 4,0,205,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
405,976 361 630,Virtual,Virtual Phone from Meta 4,0,205,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
406,976 759 642,Oficina,Real Phone from Meta 4,0,206,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
407,976 361 630,Virtual,Virtual Phone from Meta 4,0,206,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
408,976 796 281,Oficina,Real Phone from Meta 4,0,207,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
409,976 361 629,Virtual,Virtual Phone from Meta 4,0,207,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
410,91 072 60 00,Oficina,Real Phone from Meta 4,0,208,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
411,91 141 16 47,Virtual,Virtual Phone from Meta 4,0,208,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
412,91 021 61 41,Oficina,Real Phone from Meta 4,0,209,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
413,91 130 09 74,Virtual,Virtual Phone from Meta 4,0,209,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
414,956 92 62 79,Oficina,Real Phone from Meta 4,0,210,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
415,95 692 66 59,Virtual,Virtual Phone from Meta 4,0,210,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
416,927 776 440,Oficina,Real Phone from Meta 4,0,211,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
417,927 770 824,Virtual,Virtual Phone from Meta 4,0,211,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
418,828 121 703,Oficina,Real Phone from Meta 4,0,212,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
419,928 987 551,Virtual,Virtual Phone from Meta 4,0,212,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
420,856 91 77 06,Oficina,Real Phone from Meta 4,0,213,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
421,856 92 79 91,Virtual,Virtual Phone from Meta 4,0,213,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
422,94 764 84 21,Oficina,Real Phone from Meta 4,0,214,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
423,947 65 10 36,Virtual,Virtual Phone from Meta 4,0,214,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
424,877 21 01 44,Oficina,Real Phone from Meta 4,0,215,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
425,977 27 16 19,Virtual,Virtual Phone from Meta 4,0,215,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
426,925 91 20 17,Oficina,Real Phone from Meta 4,0,216,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
427,925 67 37 82,Virtual,Virtual Phone from Meta 4,0,216,App\Clinic,2019-03-22 15:40:25,2019-03-22 15:40:25
428,865 59 06 32,Oficina,Real Phone from Meta 4,0,217,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
429,865 60 23 55,Virtual,Virtual Phone from Meta 4,0,217,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
430,924 91 05 98,Oficina,Real Phone from Meta 4,0,218,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
431,924 98 06 73,Virtual,Virtual Phone from Meta 4,0,218,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
432,943 56 51 86,Oficina,Real Phone from Meta 4,0,219,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
433,843 98 09 85,Virtual,Virtual Phone from Meta 4,0,219,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
434,91 925 04 22,Oficina,Real Phone from Meta 4,0,220,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
435,91 141 16 49,Virtual,Virtual Phone from Meta 4,0,220,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
436,91 073 63 51,Oficina,Real Phone from Meta 4,0,221,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
437,91 141 16 50,Virtual,Virtual Phone from Meta 4,0,221,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
438,872 508 718,Oficina,Real Phone from Meta 4,0,222,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
439,972 982 443,Virtual,Virtual Phone from Meta 4,0,222,App\Clinic,2019-03-22 15:40:26,2019-03-22 15:40:26
