id,"code","description",clinic_id,county_id,state_id,country_id,campaign_id,sanitizable_id,"sanitizable_type","created_at","updated_at"
415,"RAPS 50/348/18.",,,,2,,9,2,"App\PosterModel","2019-06-19 10:46:27","2019-06-19 10:46:27"
416,"RAPS 50/348/18.",,,,2,,9,3,"App\PosterModel","2019-06-19 10:46:28","2019-06-19 10:46:28"
417,"RAPS 50/348/18.",,,,2,,9,4,"App\PosterModel","2019-06-19 10:46:29","2019-06-19 10:46:29"
418,"RAPS 50/348/18.",,,,2,,9,5,"App\PosterModel","2019-06-19 10:46:30","2019-06-19 10:46:30"
419,"RPS 221/17 Responsable Asistencial Licenciado en Odontología.",,,,16,,9,1,"App\PosterModel","2019-06-19 10:47:00","2019-06-19 10:47:00"
420,"RPS 221/17 Responsable Asistencial Licenciado en Odontología.",,,,16,,9,2,"App\PosterModel","2019-06-19 10:47:01","2019-06-19 10:47:01"
421,"RPS 221/17 Responsable Asistencial Licenciado en Odontología.",,,,16,,9,3,"App\PosterModel","2019-06-19 10:47:02","2019-06-19 10:47:02"
422,"RPS 221/17 Responsable Asistencial Licenciado en Odontología.",,,,16,,9,4,"App\PosterModel","2019-06-19 10:47:06","2019-06-19 10:47:06"
423,"RPS 221/17 Responsable Asistencial Licenciado en Odontología.",,,,16,,9,5,"App\PosterModel","2019-06-19 10:47:07","2019-06-19 10:47:07"
424,"4000532 /RMu. 30001231.",,134,,,,8,1,"App\PosterModel","2019-06-19 10:57:54","2019-06-19 10:57:54"
425,"4000532 /RMu. 30001231.",,134,,,,8,2,"App\PosterModel","2019-06-19 10:57:55","2019-06-19 10:57:55"
426,"4000532 /RMu. 30001231.",,134,,,,8,3,"App\PosterModel","2019-06-19 10:57:57","2019-06-19 10:57:57"
427,"4000532 /RMu. 30001231.",,134,,,,8,4,"App\PosterModel","2019-06-19 10:57:58","2019-06-19 10:57:58"
428,"4000532 /RMu. 30001231.",,134,,,,8,5,"App\PosterModel","2019-06-19 10:57:59","2019-06-19 10:57:59"
429,"4000533 /RMu. 30001384.",,5,,,,8,1,"App\PosterModel","2019-06-19 10:58:16","2019-06-19 10:58:16"
430,"4000533 /RMu. 30001384.",,5,,,,8,2,"App\PosterModel","2019-06-19 10:58:17","2019-06-19 10:58:17"
431,"4000533 /RMu. 30001384.",,5,,,,8,3,"App\PosterModel","2019-06-19 10:58:18","2019-06-19 10:58:18"
432,"4000533 /RMu. 30001384.",,5,,,,8,4,"App\PosterModel","2019-06-19 10:58:19","2019-06-19 10:58:19"
433,"4000533 /RMu. 30001384.",,5,,,,8,5,"App\PosterModel","2019-06-19 10:58:20","2019-06-19 10:58:20"
434,"4000535 /RMu. 18/00-2491.",,95,,,,8,1,"App\PosterModel","2019-06-19 10:58:33","2019-06-19 10:58:33"
435,"4000535 /RMu. 18/00-2491.",,95,,,,8,2,"App\PosterModel","2019-06-19 10:58:36","2019-06-19 10:58:36"
436,"4000535 /RMu. 18/00-2491.",,95,,,,8,3,"App\PosterModel","2019-06-19 10:58:37","2019-06-19 10:58:37"
437,"4000535 /RMu. 18/00-2491.",,95,,,,8,4,"App\PosterModel","2019-06-19 10:58:39","2019-06-19 10:58:39"
438,"4000535 /RMu. 18/00-2491.",,95,,,,8,5,"App\PosterModel","2019-06-19 10:58:40","2019-06-19 10:58:40"
439,"4000538 /RMu. 30001223.",,37,,,,8,1,"App\PosterModel","2019-06-19 10:58:54","2019-06-19 10:58:54"
440,"4000538 /RMu. 30001223.",,37,,,,8,2,"App\PosterModel","2019-06-19 10:58:55","2019-06-19 10:58:55"
441,"4000538 /RMu. 30001223.",,37,,,,8,3,"App\PosterModel","2019-06-19 10:58:57","2019-06-19 10:58:57"
442,"4000538 /RMu. 30001223.",,37,,,,8,4,"App\PosterModel","2019-06-19 10:58:58","2019-06-19 10:58:58"
443,"4000538 /RMu. 30001223.",,37,,,,8,5,"App\PosterModel","2019-06-19 10:58:59","2019-06-19 10:58:59"
444,"4000540 /RMu. 30001248.",,129,,,,8,1,"App\PosterModel","2019-06-19 10:59:14","2019-06-19 10:59:14"
445,"4000540 /RMu. 30001248.",,129,,,,8,2,"App\PosterModel","2019-06-19 10:59:15","2019-06-19 10:59:15"
446,"4000540 /RMu. 30001248.",,129,,,,8,3,"App\PosterModel","2019-06-19 10:59:17","2019-06-19 10:59:17"
447,"4000540 /RMu. 30001248.",,129,,,,8,4,"App\PosterModel","2019-06-19 10:59:18","2019-06-19 10:59:18"
448,"4000540 /RMu. 30001248.",,129,,,,8,5,"App\PosterModel","2019-06-19 10:59:19","2019-06-19 10:59:19"
449,"C.2.5.1/4132/4.",,69,,,,8,1,"App\PosterModel","2019-06-19 11:00:08","2019-06-19 11:00:08"
450,"C.2.5.1/4132/4.",,69,,,,8,2,"App\PosterModel","2019-06-19 11:00:10","2019-06-19 11:00:10"
451,"C.2.5.1/4132/4.",,69,,,,8,3,"App\PosterModel","2019-06-19 11:00:11","2019-06-19 11:00:11"
452,"C.2.5.1/4132/4.",,69,,,,8,4,"App\PosterModel","2019-06-19 11:00:13","2019-06-19 11:00:13"
453,"C.2.5.1/4132/4.",,69,,,,8,5,"App\PosterModel","2019-06-19 11:00:14","2019-06-19 11:00:14"
454,"C.2.5.1/4195/2.",,137,,,,8,1,"App\PosterModel","2019-06-19 11:00:27","2019-06-19 11:00:27"
455,"C.2.5.1/4195/2.",,137,,,,8,2,"App\PosterModel","2019-06-19 11:00:28","2019-06-19 11:00:28"
456,"C.2.5.1/4195/2.",,137,,,,8,3,"App\PosterModel","2019-06-19 11:00:30","2019-06-19 11:00:30"
457,"C.2.5.1/4195/2.",,137,,,,8,4,"App\PosterModel","2019-06-19 11:00:31","2019-06-19 11:00:31"
458,"C.2.5.1/4195/2.",,137,,,,8,5,"App\PosterModel","2019-06-19 11:00:32","2019-06-19 11:00:32"
459,"CPS-2831C/17-17-NA.",,186,,,,8,1,"App\PosterModel","2019-06-19 11:00:44","2019-06-19 11:00:44"
460,"CPS-2831C/17-17-NA.",,186,,,,8,2,"App\PosterModel","2019-06-19 11:00:45","2019-06-19 11:00:45"
461,"CPS-2831C/17-17-NA.",,186,,,,8,3,"App\PosterModel","2019-06-19 11:00:46","2019-06-19 11:00:46"
462,"CPS-2831C/17-17-NA.",,186,,,,8,4,"App\PosterModel","2019-06-19 11:00:47","2019-06-19 11:00:47"
463,"CPS-2831C/17-17-NA.",,186,,,,8,5,"App\PosterModel","2019-06-19 11:00:48","2019-06-19 11:00:48"
464,"CPS-2833C/17-17-NA.",,141,,,,8,1,"App\PosterModel","2019-06-19 11:00:59","2019-06-19 11:00:59"
465,"CPS-2833C/17-17-NA.",,141,,,,8,2,"App\PosterModel","2019-06-19 11:01:00","2019-06-19 11:01:00"
466,"CPS-2833C/17-17-NA.",,141,,,,8,3,"App\PosterModel","2019-06-19 11:01:02","2019-06-19 11:01:02"
467,"CPS-2833C/17-17-NA.",,141,,,,8,4,"App\PosterModel","2019-06-19 11:01:03","2019-06-19 11:01:03"
468,"CPS-2833C/17-17-NA.",,141,,,,8,5,"App\PosterModel","2019-06-19 11:01:04","2019-06-19 11:01:04"
469,"CPS-2833C/17-17-NA.",,142,,,,8,1,"App\PosterModel","2019-06-19 11:01:14","2019-06-19 11:01:14"
470,"CPS-2833C/17-17-NA.",,142,,,,8,2,"App\PosterModel","2019-06-19 11:01:15","2019-06-19 11:01:15"
471,"CPS-2833C/17-17-NA.",,142,,,,8,3,"App\PosterModel","2019-06-19 11:01:16","2019-06-19 11:01:16"
472,"CPS-2833C/17-17-NA.",,142,,,,8,4,"App\PosterModel","2019-06-19 11:01:18","2019-06-19 11:01:18"
473,"CPS-2833C/17-17-NA.",,142,,,,8,5,"App\PosterModel","2019-06-19 11:01:19","2019-06-19 11:01:19"
474,"RAPS 50/287/17.",,,,2,,8,1,"App\PosterModel","2019-06-19 11:01:31","2019-06-19 11:01:31"
475,"RAPS 50/287/17.",,,,2,,8,2,"App\PosterModel","2019-06-19 11:01:32","2019-06-19 11:01:32"
476,"RAPS 50/287/17.",,,,2,,8,3,"App\PosterModel","2019-06-19 11:01:33","2019-06-19 11:01:33"
477,"RAPS 50/287/17.",,,,2,,8,4,"App\PosterModel","2019-06-19 11:01:34","2019-06-19 11:01:34"
478,"RAPS 50/287/17.",,,,2,,8,5,"App\PosterModel","2019-06-19 11:01:35","2019-06-19 11:01:35"
479,"RPS 202/17 Responsable asistencial licenciado en odontología.",,,,16,,8,1,"App\PosterModel","2019-06-19 11:01:55","2019-06-19 11:01:55"
480,"RPS 202/17 Responsable asistencial licenciado en odontología.",,,,16,,8,2,"App\PosterModel","2019-06-19 11:01:56","2019-06-19 11:01:56"
481,"RPS 202/17 Responsable asistencial licenciado en odontología.",,,,16,,8,3,"App\PosterModel","2019-06-19 11:01:57","2019-06-19 11:01:57"
482,"RPS 202/17 Responsable asistencial licenciado en odontología.",,,,16,,8,4,"App\PosterModel","2019-06-19 11:01:58","2019-06-19 11:01:58"
483,"RPS 202/17 Responsable asistencial licenciado en odontología.",,,,16,,8,5,"App\PosterModel","2019-06-19 11:02:00","2019-06-19 11:02:00"
484,"30001231.",,134,,,,7,1,"App\PosterModel","2019-06-19 12:29:19","2019-06-19 12:29:19"
485,"30001231.",,134,,,,7,2,"App\PosterModel","2019-06-19 12:29:21","2019-06-19 12:29:21"
486,"30001231.",,134,,,,7,3,"App\PosterModel","2019-06-19 12:29:22","2019-06-19 12:29:22"
487,"30001231.",,134,,,,7,4,"App\PosterModel","2019-06-19 12:29:24","2019-06-19 12:29:24"
488,"30001231.",,134,,,,7,5,"App\PosterModel","2019-06-19 12:29:25","2019-06-19 12:29:25"
489,"40001510/RMu. 30001248.",,129,,,,7,1,"App\PosterModel","2019-06-19 12:29:37","2019-06-19 12:29:37"
490,"40001510/RMu. 30001248.",,129,,,,7,2,"App\PosterModel","2019-06-19 12:29:38","2019-06-19 12:29:38"
491,"40001510/RMu. 30001248.",,129,,,,7,3,"App\PosterModel","2019-06-19 12:29:39","2019-06-19 12:29:39"
492,"40001510/RMu. 30001248.",,129,,,,7,4,"App\PosterModel","2019-06-19 12:29:40","2019-06-19 12:29:40"
493,"40001510/RMu. 30001248.",,129,,,,7,5,"App\PosterModel","2019-06-19 12:29:41","2019-06-19 12:29:41"
494,"4000277/RMu. 30001223.",,37,,,,7,1,"App\PosterModel","2019-06-19 12:29:58","2019-06-19 12:29:58"
495,"4000277/RMu. 30001223.",,37,,,,7,2,"App\PosterModel","2019-06-19 12:30:00","2019-06-19 12:30:00"
496,"4000277/RMu. 30001223.",,37,,,,7,3,"App\PosterModel","2019-06-19 12:30:03","2019-06-19 12:30:03"
497,"4000277/RMu. 30001223.",,37,,,,7,4,"App\PosterModel","2019-06-19 12:30:05","2019-06-19 12:30:05"
498,"4000277/RMu. 30001223.",,37,,,,7,5,"App\PosterModel","2019-06-19 12:30:07","2019-06-19 12:30:07"
499,"4000325/RMu. 30001309.",,5,,,,7,1,"App\PosterModel","2019-06-19 12:30:22","2019-06-19 12:30:22"
500,"4000325/RMu. 30001309.",,5,,,,7,2,"App\PosterModel","2019-06-19 12:30:23","2019-06-19 12:30:23"
501,"4000325/RMu. 30001309.",,5,,,,7,3,"App\PosterModel","2019-06-19 12:30:25","2019-06-19 12:30:25"
502,"4000325/RMu. 30001309.",,5,,,,7,4,"App\PosterModel","2019-06-19 12:30:26","2019-06-19 12:30:26"
503,"4000325/RMu. 30001309.",,5,,,,7,5,"App\PosterModel","2019-06-19 12:30:28","2019-06-19 12:30:28"
504,"4000365/RMu. 18/00-2491.",,95,,,,7,1,"App\PosterModel","2019-06-19 12:30:44","2019-06-19 12:30:44"
505,"4000365/RMu. 18/00-2491.",,95,,,,7,2,"App\PosterModel","2019-06-19 12:30:45","2019-06-19 12:30:45"
506,"4000365/RMu. 18/00-2491.",,95,,,,7,3,"App\PosterModel","2019-06-19 12:30:46","2019-06-19 12:30:46"
507,"4000365/RMu. 18/00-2491.",,95,,,,7,4,"App\PosterModel","2019-06-19 12:30:47","2019-06-19 12:30:47"
508,"4000365/RMu. 18/00-2491.",,95,,,,7,5,"App\PosterModel","2019-06-19 12:30:48","2019-06-19 12:30:48"
509,"C.2.5.1/4132/3.",,69,,,,7,1,"App\PosterModel","2019-06-19 12:31:05","2019-06-19 12:31:05"
510,"C.2.5.1/4132/3.",,69,,,,7,2,"App\PosterModel","2019-06-19 12:31:06","2019-06-19 12:31:06"
511,"C.2.5.1/4132/3.",,69,,,,7,3,"App\PosterModel","2019-06-19 12:31:07","2019-06-19 12:31:07"
512,"C.2.5.1/4132/3.",,69,,,,7,4,"App\PosterModel","2019-06-19 12:31:11","2019-06-19 12:31:11"
513,"C.2.5.1/4132/3.",,69,,,,7,5,"App\PosterModel","2019-06-19 12:31:13","2019-06-19 12:31:13"
514,"C.2.5.1/4195/1.",,137,,,,7,1,"App\PosterModel","2019-06-19 12:31:25","2019-06-19 12:31:25"
515,"C.2.5.1/4195/1.",,137,,,,7,2,"App\PosterModel","2019-06-19 12:31:26","2019-06-19 12:31:26"
516,"C.2.5.1/4195/1.",,137,,,,7,3,"App\PosterModel","2019-06-19 12:31:28","2019-06-19 12:31:28"
517,"C.2.5.1/4195/1.",,137,,,,7,4,"App\PosterModel","2019-06-19 12:31:29","2019-06-19 12:31:29"
518,"C.2.5.1/4195/1.",,137,,,,7,5,"App\PosterModel","2019-06-19 12:31:30","2019-06-19 12:31:30"
519,"CPS-2831C/14-17-NA",,186,,,,7,1,"App\PosterModel","2019-06-19 12:31:39","2019-06-19 12:31:39"
520,"CPS-2831C/14-17-NA",,186,,,,7,2,"App\PosterModel","2019-06-19 12:31:40","2019-06-19 12:31:40"
521,"CPS-2831C/14-17-NA",,186,,,,7,3,"App\PosterModel","2019-06-19 12:31:42","2019-06-19 12:31:42"
522,"CPS-2831C/14-17-NA",,186,,,,7,4,"App\PosterModel","2019-06-19 12:31:43","2019-06-19 12:31:43"
523,"CPS-2831C/14-17-NA",,186,,,,7,5,"App\PosterModel","2019-06-19 12:31:44","2019-06-19 12:31:44"
524,"CPS-2833C/15-17-NA",,141,,,,7,1,"App\PosterModel","2019-06-19 12:31:54","2019-06-19 12:31:54"
525,"CPS-2833C/15-17-NA",,141,,,,7,2,"App\PosterModel","2019-06-19 12:31:55","2019-06-19 12:31:55"
526,"CPS-2833C/15-17-NA",,141,,,,7,3,"App\PosterModel","2019-06-19 12:31:56","2019-06-19 12:31:56"
527,"CPS-2833C/15-17-NA",,141,,,,7,4,"App\PosterModel","2019-06-19 12:31:57","2019-06-19 12:31:57"
528,"CPS-2833C/15-17-NA",,141,,,,7,5,"App\PosterModel","2019-06-19 12:31:58","2019-06-19 12:31:58"
529,"CPS-2833C/15-17-NA",,142,,,,7,1,"App\PosterModel","2019-06-19 12:32:07","2019-06-19 12:32:07"
530,"CPS-2833C/15-17-NA",,142,,,,7,2,"App\PosterModel","2019-06-19 12:32:08","2019-06-19 12:32:08"
531,"CPS-2833C/15-17-NA",,142,,,,7,3,"App\PosterModel","2019-06-19 12:32:10","2019-06-19 12:32:10"
532,"CPS-2833C/15-17-NA",,142,,,,7,4,"App\PosterModel","2019-06-19 12:32:11","2019-06-19 12:32:11"
533,"CPS-2833C/15-17-NA",,142,,,,7,5,"App\PosterModel","2019-06-19 12:32:12","2019-06-19 12:32:12"
534,"RAPS 50/287/17.",,,,2,,7,1,"App\PosterModel","2019-06-19 12:32:25","2019-06-19 12:32:25"
535,"RAPS 50/287/17.",,,,2,,7,2,"App\PosterModel","2019-06-19 12:32:27","2019-06-19 12:32:27"
536,"RAPS 50/287/17.",,,,2,,7,3,"App\PosterModel","2019-06-19 12:32:28","2019-06-19 12:32:28"
537,"RAPS 50/287/17.",,,,2,,7,4,"App\PosterModel","2019-06-19 12:32:29","2019-06-19 12:32:29"
538,"RAPS 50/287/17.",,,,2,,7,5,"App\PosterModel","2019-06-19 12:32:34","2019-06-19 12:32:34"
539,"RPS 30/17. Responsable Asistencial Licenciado en OdontologÌa.",,,,16,,7,1,"App\PosterModel","2019-06-19 12:32:46","2019-06-19 12:32:46"
540,"RPS 30/17. Responsable Asistencial Licenciado en OdontologÌa.",,,,16,,7,2,"App\PosterModel","2019-06-19 12:32:47","2019-06-19 12:32:47"
541,"RPS 30/17. Responsable Asistencial Licenciado en OdontologÌa.",,,,16,,7,3,"App\PosterModel","2019-06-19 12:32:48","2019-06-19 12:32:48"
542,"RPS 30/17. Responsable Asistencial Licenciado en OdontologÌa.",,,,16,,7,4,"App\PosterModel","2019-06-19 12:32:49","2019-06-19 12:32:49"
543,"RPS 30/17. Responsable Asistencial Licenciado en OdontologÌa.",,,,16,,7,5,"App\PosterModel","2019-06-19 12:32:50","2019-06-19 12:32:50"
544,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,6,1,"App\PosterModel","2019-06-19 16:00:53","2019-06-19 16:00:53"
545,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,6,2,"App\PosterModel","2019-06-19 16:00:54","2019-06-19 16:00:54"
546,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,6,3,"App\PosterModel","2019-06-19 16:00:55","2019-06-19 16:00:55"
547,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,6,4,"App\PosterModel","2019-06-19 16:00:56","2019-06-19 16:00:56"
548,"118/15. Ánder Barrenechea Álvarez, Licenciado en Odontología. Paseo de Colón, 38. Irún. Tel. 94 366 03 54.",,80,,,,6,5,"App\PosterModel","2019-06-19 16:00:57","2019-06-19 16:00:57"
549,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,6,1,"App\PosterModel","2019-06-19 16:01:22","2019-06-19 16:01:22"
550,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,6,2,"App\PosterModel","2019-06-19 16:01:23","2019-06-19 16:01:23"
551,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,6,3,"App\PosterModel","2019-06-19 16:01:24","2019-06-19 16:01:24"
552,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,6,4,"App\PosterModel","2019-06-19 16:01:25","2019-06-19 16:01:25"
553,"118/15. Ángel Cotero Zubizarreta, Licenciado en Odontología. Paseo de la Florida, 1. Vitoria-Gasteiz. Tel. 94 513 99 86.",,202,,,,6,5,"App\PosterModel","2019-06-19 16:01:26","2019-06-19 16:01:26"
554,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,6,1,"App\PosterModel","2019-06-19 16:01:40","2019-06-19 16:01:40"
555,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,6,2,"App\PosterModel","2019-06-19 16:01:41","2019-06-19 16:01:41"
556,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,6,3,"App\PosterModel","2019-06-19 16:01:42","2019-06-19 16:01:42"
557,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,6,4,"App\PosterModel","2019-06-19 16:01:43","2019-06-19 16:01:43"
558,"118/15. Antonio Hernández Figueras, Licenciado en Odontología. C/ Miracruz, 16. San Sebastián. Tel. 84 398 91 53.",,160,,,,6,5,"App\PosterModel","2019-06-19 16:01:44","2019-06-19 16:01:44"
559,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,6,1,"App\PosterModel","2019-06-19 16:02:06","2019-06-19 16:02:06"
560,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,6,2,"App\PosterModel","2019-06-19 16:02:07","2019-06-19 16:02:07"
561,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,6,3,"App\PosterModel","2019-06-19 16:02:08","2019-06-19 16:02:08"
562,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,6,4,"App\PosterModel","2019-06-19 16:02:09","2019-06-19 16:02:09"
563,"118/15. Borja Tejedor Gómez, Licenciado en Odontología. Begoñako Andra Mari Kalea, 16. Basauri. Bizkaia. Tel. 94 434 97 47.",,28,,,,6,5,"App\PosterModel","2019-06-19 16:02:10","2019-06-19 16:02:10"
564,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,6,1,"App\PosterModel","2019-06-19 16:02:28","2019-06-19 16:02:28"
565,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,6,2,"App\PosterModel","2019-06-19 16:02:30","2019-06-19 16:02:30"
566,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,6,3,"App\PosterModel","2019-06-19 16:02:32","2019-06-19 16:02:32"
567,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,6,4,"App\PosterModel","2019-06-19 16:02:34","2019-06-19 16:02:34"
568,"118/15. Cristina Moreno Martín, Licenciada en Odontología. C/ San Marcial, 35. San Sebastián. Tel. 94 344 08 21.",,161,,,,6,5,"App\PosterModel","2019-06-19 16:02:35","2019-06-19 16:02:35"
569,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,6,1,"App\PosterModel","2019-06-19 16:02:46","2019-06-19 16:02:46"
570,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,6,2,"App\PosterModel","2019-06-19 16:02:48","2019-06-19 16:02:48"
571,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,6,3,"App\PosterModel","2019-06-19 16:02:49","2019-06-19 16:02:49"
572,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,6,4,"App\PosterModel","2019-06-19 16:02:50","2019-06-19 16:02:50"
573,"118/15. Jesús Julio Bernardo González, Licenciado en Odontología. Lamera Ibilbidea 1. Bermeo. Bizkaia. Tel. 946 532 908.",,30,,,,6,5,"App\PosterModel","2019-06-19 16:02:51","2019-06-19 16:02:51"
574,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,6,1,"App\PosterModel","2019-06-19 16:03:05","2019-06-19 16:03:05"
575,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,6,2,"App\PosterModel","2019-06-19 16:03:06","2019-06-19 16:03:06"
576,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,6,3,"App\PosterModel","2019-06-19 16:03:07","2019-06-19 16:03:07"
577,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,6,4,"App\PosterModel","2019-06-19 16:03:08","2019-06-19 16:03:08"
578,"118/15. José Luis Fernández Márquez, Licenciado en Odontología. C/ Eduardo Dato, 33. Vitoria-Gasteiz. Tel. 94 556 95 26.",,201,,,,6,5,"App\PosterModel","2019-06-19 16:03:09","2019-06-19 16:03:09"
579,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,6,1,"App\PosterModel","2019-06-19 16:03:24","2019-06-19 16:03:24"
580,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,6,2,"App\PosterModel","2019-06-19 16:03:26","2019-06-19 16:03:26"
581,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,6,3,"App\PosterModel","2019-06-19 16:03:27","2019-06-19 16:03:27"
582,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,6,4,"App\PosterModel","2019-06-19 16:03:28","2019-06-19 16:03:28"
583,"118/15. Juan Carrascal, Licenciado en Odontología. Andra Mari Kalea, 4. Durango. Bizkaia. Tel. 94 694 81 11.",,50,,,,6,5,"App\PosterModel","2019-06-19 16:03:30","2019-06-19 16:03:30"
584,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,6,1,"App\PosterModel","2019-06-19 16:03:44","2019-06-19 16:03:44"
585,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,6,2,"App\PosterModel","2019-06-19 16:03:45","2019-06-19 16:03:45"
586,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,6,3,"App\PosterModel","2019-06-19 16:03:47","2019-06-19 16:03:47"
587,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,6,4,"App\PosterModel","2019-06-19 16:03:50","2019-06-19 16:03:50"
588,"118/15. Mª Luisa García Orellana, Licenciada en Odontología. C/ General Castaños, 31. Portugalete. Bizkaia. Tel. 94 654 69 47.",,149,,,,6,5,"App\PosterModel","2019-06-19 16:03:51","2019-06-19 16:03:51"
589,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,6,1,"App\PosterModel","2019-06-19 16:04:04","2019-06-19 16:04:04"
590,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,6,2,"App\PosterModel","2019-06-19 16:04:06","2019-06-19 16:04:06"
591,"118/15. Mª Nieves Rodríguez Domínguez, Licenciada en Odontología. C/ Carlos VII, 2. Portugalete. Bizkaia. Tel. 94 483 10 91.",,148,,,,6,3,"App\PosterModel","2019-06-19 16:04:07","2019-06-19 16:04:07"
